clean_prompt,clean_gt_answer,corrupted_prompt,corrupted_gt_answer,target_gt_answer,clean_operand1,clean_operand2,corrupted_operand1,corrupted_operand2
y apples cost $x altogether. What's the price per apple?,x,"Jacob's account shows 11 dollars. After a purchase of 6 dollars, what is the current balance?",5,1,x,y,11,6
Amelia paid $x for y months of service. What was the monthly rate?,x,The quality check finds 1 defects in 35 items. How many items pass inspection?,34,35,x,y,35,1
Amelia paid $x for y months of service. What was the monthly rate?,x,The quality check finds 2 defects in 33 items. How many items pass inspection?,31,16,x,y,33,2
A car traveled x miles in y hours. What was its speed in mph?,x,Nathan has 21 hockey pucks. Their teammate borrows 8 hockey pucks. How many hockey pucks does Nathan have now?,13,2,x,y,21,8
A car traveled x miles in y hours. What was its speed in mph?,x,Nathan has 38 hockey pucks. Their teammate borrows 6 hockey pucks. How many hockey pucks does Nathan have now?,32,6,x,y,38,6
A plane covered x miles over y hours. What was its speed?,x,The wall needs 6 bricks. Benjamin lays 5 bricks. How many bricks remain?,1,1,x,y,6,5
A plane covered x miles over y hours. What was its speed?,x,The wall needs 44 bricks. Benjamin lays 31 bricks. How many bricks remain?,13,1,x,y,44,31
A runner completed x km in y hours. What was the pace?,x,Nora owns 35 tennis balls. The club replaces 28 old tennis balls. How many tennis balls does Nora have now?,7,1,x,y,35,28
A runner completed x km in y hours. What was the pace?,x,Nora owns 50 tennis balls. The club replaces 47 old tennis balls. How many tennis balls does Nora have now?,3,1,x,y,50,47
A train went x km during y hours. What was its speed?,x,"The job estimates 21 hours of labor. After 13 hours, how much work remains?",8,1,x,y,21,13
A train went x km during y hours. What was its speed?,x,"The job estimates 25 hours of labor. After 15 hours, how much work remains?",10,1,x,y,25,15
A cyclist rode x miles over y hours. What was the average speed?,x,The machine processes 39 items daily. 15 items complete. How many items remain?,24,2,x,y,39,15
A cyclist rode x miles over y hours. What was the average speed?,x,The machine processes 6 items daily. 1 items complete. How many items remain?,5,6,x,y,6,1
Chloe has x cups of flour to make y batches. How much per batch?,x,The puzzle has 17 pieces. Chloe connects 9 pieces. How many pieces remain?,8,1,x,y,17,9
Chloe has x cups of flour to make y batches. How much per batch?,x,The puzzle has 10 pieces. Chloe connects 8 pieces. How many pieces remain?,2,1,x,y,10,8
y cakes used x eggs total. How many eggs per cake?,x,"The therapy lasts 28 weeks. After 7 weeks, how much longer will it continue?",21,4,x,y,28,7
y cakes used x eggs total. How many eggs per cake?,x,"The therapy lasts 44 weeks. After 28 weeks, how much longer will it continue?",16,1,x,y,44,28
y cookies used x chips altogether. What's the average per cookie?,x,The cleanup targets 31 tons of waste. Volunteers remove 28 tons. How much waste remains?,3,1,x,y,31,28
y cookies used x chips altogether. What's the average per cookie?,x,The cleanup targets 45 tons of waste. Volunteers remove 42 tons. How much waste remains?,3,1,x,y,45,42
y servings used x ounces total. How much per serving?,x,Isla saves 27 coins. Their piggybank loses 24 coins. How many coins does Isla have now?,3,1,x,y,27,24
y servings used x ounces total. How much per serving?,x,Isla saves 14 coins. Their piggybank loses 9 coins. How many coins does Isla have now?,5,1,x,y,14,9
y bowls used x liters total. What was the amount per bowl?,x,Henry has 13 crayons. Their art set is missing 5 crayons. How many crayons does Henry have now?,8,2,x,y,13,5
y bowls used x liters total. What was the amount per bowl?,x,Henry has 37 crayons. Their art set is missing 7 crayons. How many crayons does Henry have now?,30,5,x,y,37,7
Isla earned $x by working y hours. What was the hourly pay?,x,Isla makes 50 sandwiches. Their friends eat 16 sandwiches. How many sandwiches does Isla have now?,34,3,x,y,50,16
Isla earned $x by working y hours. What was the hourly pay?,x,Isla makes 33 sandwiches. Their friends eat 31 sandwiches. How many sandwiches does Isla have now?,2,1,x,y,33,31
A worker earned $x from y items. What was the per-item rate?,x,James finds 26 seashells at the beach. The tide washes away 1 seashells. How many seashells does James have now?,25,26,x,y,26,1
A worker earned $x from y items. What was the per-item rate?,x,James finds 31 seashells at the beach. The tide washes away 10 seashells. How many seashells does James have now?,21,3,x,y,31,10
y projects earned $x total. What was the average per project?,x,"The store stocks 37 phones. By closing, 32 phones are sold. What is the remaining inventory?",5,1,x,y,37,32
y projects earned $x total. What was the average per project?,x,"The store stocks 20 phones. By closing, 7 phones are sold. What is the remaining inventory?",13,2,x,y,20,7
A consultant's y days of work cost $x. What was the daily rate?,x,Harper has 5 building blocks. Their sibling takes 4 blocks from their tower. How many blocks does Harper have now?,1,1,x,y,5,4
A consultant's y days of work cost $x. What was the daily rate?,x,Harper has 13 building blocks. Their sibling takes 2 blocks from their tower. How many blocks does Harper have now?,11,6,x,y,13,2
y overtime hours earned $x. What was the overtime rate?,x,Benjamin has 17 hats. Their collection decreases by 13 hats. How many hats does Benjamin have now?,4,1,x,y,17,13
y overtime hours earned $x. What was the overtime rate?,x,Benjamin has 39 hats. Their collection decreases by 3 hats. How many hats does Benjamin have now?,36,13,x,y,39,3
x oranges are packed equally in y crates. How many per crate?,x,The collection contains 44 coins. Michael sells 38 coins. How many coins remain?,6,1,x,y,44,38
x oranges are packed equally in y crates. How many per crate?,x,The collection contains 22 coins. Michael sells 9 coins. How many coins remain?,13,2,x,y,22,9
y cartons hold x eggs total. How many eggs per carton?,x,The concert starts in 43 minutes. Thomas needs 20 minutes to get ready. What is the latest possible departure time?,23,2,x,y,43,20
y cartons hold x eggs total. How many eggs per carton?,x,The concert starts in 50 minutes. Thomas needs 5 minutes to get ready. What is the latest possible departure time?,45,10,x,y,50,5
y jars have x marbles total. What's the average per jar?,x,Daniel has 18 basketballs. Their team donates 5 basketballs. How many basketballs does Daniel have now?,13,3,x,y,18,5
y jars have x marbles total. What's the average per jar?,x,Daniel has 17 basketballs. Their team donates 12 basketballs. How many basketballs does Daniel have now?,5,1,x,y,17,12
y cases contain x bottles total. How many per case?,x,Amelia collects 36 mangoes. They share 20 mangoes with their neighbor. How many mangoes does Amelia have now?,16,1,x,y,36,20
y cases contain x bottles total. How many per case?,x,Amelia collects 44 mangoes. They share 7 mangoes with their neighbor. How many mangoes does Amelia have now?,37,6,x,y,44,7
y packets contain x seeds total. How many seeds per packet?,x,Amelia has 37 sketchbooks. Their parents archive 10 old sketchbooks. How many sketchbooks does Amelia have now?,27,3,x,y,37,10
y packets contain x seeds total. How many seeds per packet?,x,Amelia has 40 sketchbooks. Their parents archive 14 old sketchbooks. How many sketchbooks does Amelia have now?,26,2,x,y,40,14
y tasks took x minutes total. What was the average time per task?,x,The reserve protects 45 acres. Development reduces it by 41 acres. What is the current size?,4,1,x,y,45,41
y tasks took x minutes total. What was the average time per task?,x,The reserve protects 33 acres. Development reduces it by 17 acres. What is the current size?,16,1,x,y,33,17
y units were made in x hours total. What was the time per unit?,x,The recipe calls for 19 grams of flour. William uses 2 grams. How much flour remains?,17,9,x,y,19,2
y units were made in x hours total. What was the time per unit?,x,The recipe calls for 37 grams of flour. William uses 1 grams. How much flour remains?,36,37,x,y,37,1
y questions took x minutes altogether. What was the average time?,x,"The oven needs 39 minutes to preheat. After 36 minutes, how much longer is needed?",3,1,x,y,39,36
y questions took x minutes altogether. What was the average time?,x,"The oven needs 10 minutes to preheat. After 1 minutes, how much longer is needed?",9,10,x,y,10,1
A machine completed x items over y hours. What was its processing rate?,x,"Amelia counts 17 birds in the morning. By afternoon, 4 birds fly away. How many birds does Amelia see now?",13,4,x,y,17,4
A machine completed x items over y hours. What was its processing rate?,x,"Amelia counts 28 birds in the morning. By afternoon, 20 birds fly away. How many birds does Amelia see now?",8,1,x,y,28,20
y customers were served in x minutes. What was the average service time?,x,Olivia owns 17 toy cars. They donate 6 toy cars to charity. How many toy cars does Olivia have now?,11,2,x,y,17,6
y customers were served in x minutes. What was the average service time?,x,Olivia owns 49 toy cars. They donate 22 toy cars to charity. How many toy cars does Olivia have now?,27,2,x,y,49,22
A team scored x points over y games. What was their average?,x,Daniel brings 49 dollars to the store. They spend 16 dollars. What amount remains?,33,3,x,y,49,16
A team scored x points over y games. What was their average?,x,Daniel brings 46 dollars to the store. They spend 7 dollars. What amount remains?,39,6,x,y,46,7
A player got x rebounds in y games. What was the average?,x,The shipment contains 32 products. 8 products are damaged. How many are intact?,24,4,x,y,32,8
A player got x rebounds in y games. What was the average?,x,The shipment contains 24 products. 10 products are damaged. How many are intact?,14,2,x,y,24,10
y innings had x runs total. What was the average per inning?,x,"The generator provides 44 hours of power. After 13 hours, how much runtime remains?",31,3,x,y,44,13
y innings had x runs total. What was the average per inning?,x,"The generator provides 19 hours of power. After 12 hours, how much runtime remains?",7,1,x,y,19,12
A player made x free throws over y games. What was the average?,x,"The bus has 23 passengers. At the stop, 1 passengers exit. How many continue the ride?",22,23,x,y,23,1
A player made x free throws over y games. What was the average?,x,"The bus has 13 passengers. At the stop, 10 passengers exit. How many continue the ride?",3,1,x,y,13,10
A team conceded x goals during y matches. What was the average?,x,The fitness goal is 24 steps daily. Daniel records 11 steps. How many more steps are needed?,13,2,x,y,24,11
A team conceded x goals during y matches. What was the average?,x,The fitness goal is 34 steps daily. Daniel records 8 steps. How many more steps are needed?,26,4,x,y,34,8
Matthew completed x paintings over y months. How many paintings per month on average?,x,The download requires 47 megabytes. 28 megabytes complete. How much data remains?,19,1,x,y,47,28
Matthew completed x paintings over y months. How many paintings per month on average?,x,The download requires 41 megabytes. 21 megabytes complete. How much data remains?,20,1,x,y,41,21
Lily used x pounds of clay for y sculptures. How much clay per sculpture?,x,The prescription has 21 doses. Lily takes 17 doses. How many doses remain?,4,1,x,y,21,17
Lily used x pounds of clay for y sculptures. How much clay per sculpture?,x,The prescription has 22 doses. Lily takes 13 doses. How many doses remain?,9,1,x,y,22,13
The troupe performed x shows across y cities. What was their average shows per city?,x,The warehouse has 28 boxes. Jacob ships out 22 boxes. How many boxes remain stored?,6,1,x,y,28,22
The troupe performed x shows across y cities. What was their average shows per city?,x,The warehouse has 49 boxes. Jacob ships out 12 boxes. How many boxes remain stored?,37,4,x,y,49,12
The art department has x paint tubes to share equally among y classes. How many per class?,x,Ava has 29 apples. Their friend takes 26 apples. How many apples does Ava have now?,3,1,x,y,29,26
The art department has x paint tubes to share equally among y classes. How many per class?,x,Ava has 31 apples. Their friend takes 15 apples. How many apples does Ava have now?,16,2,x,y,31,15
Henry wrote x poetry lines over y days. What was the average daily output?,x,The event budget is 34 dollars. 31 dollars are spent. How much remains?,3,1,x,y,34,31
Henry wrote x poetry lines over y days. What was the average daily output?,x,The event budget is 44 dollars. 6 dollars are spent. How much remains?,38,7,x,y,44,6
The theater used x yards of fabric for y seats. How much fabric per seat?,x,The library has 45 available books. Harper checks out 20 books. How many stay on shelves?,25,2,x,y,45,20
The theater used x yards of fabric for y seats. How much fabric per seat?,x,The library has 41 available books. Harper checks out 5 books. How many stay on shelves?,36,8,x,y,41,5
The band sold x albums over y concerts. What was their average sales per concert?,x,Ethan brings 42 soccer balls to practice. The league redistributes 37 soccer balls. How many soccer balls does Ethan have now?,5,1,x,y,42,37
The band sold x albums over y concerts. What was their average sales per concert?,x,Ethan brings 46 soccer balls to practice. The league redistributes 25 soccer balls. How many soccer balls does Ethan have now?,21,1,x,y,46,25
Emma covered x square inches with y tiles. What was the average coverage per tile?,x,Emma has 46 t-shirts. Their laundry loses 1 t-shirts. How many t-shirts does Emma have now?,45,46,x,y,46,1
Emma covered x square inches with y tiles. What was the average coverage per tile?,x,Emma has 29 t-shirts. Their laundry loses 8 t-shirts. How many t-shirts does Emma have now?,21,3,x,y,29,8
The crew shot x scenes over y days. What was their average daily scenes?,x,Ella has 31 pairs of shoes. Their family replaces 2 old pairs of shoes. How many pairs of shoes does Ella have now?,29,15,x,y,31,2
The crew shot x scenes over y days. What was their average daily scenes?,x,Ella has 9 pairs of shoes. Their family replaces 8 old pairs of shoes. How many pairs of shoes does Ella have now?,1,1,x,y,9,8
Nathan has x rings to distribute equally among y boxes. How many rings per box?,x,The container holds 50 liters. Nathan pours out 29 liters. What is the remaining capacity?,21,1,x,y,50,29
Nathan has x rings to distribute equally among y boxes. How many rings per box?,x,The container holds 29 liters. Nathan pours out 27 liters. What is the remaining capacity?,2,1,x,y,29,27
The hive produced x ounces of honey over y days. What was the average daily yield?,x,"The schedule allows 30 minutes per speaker. After 9 minutes, how much time remains?",21,3,x,y,30,9
The hive produced x ounces of honey over y days. What was the average daily yield?,x,"The schedule allows 35 minutes per speaker. After 32 minutes, how much time remains?",3,1,x,y,35,32
Researchers found x epiphyte species on y trees. What was the average per tree?,x,Michael buys 30 juice boxes. Their classmates drink 3 juice boxes. How many juice boxes does Michael have now?,27,10,x,y,30,3
Researchers found x epiphyte species on y trees. What was the average per tree?,x,Michael buys 23 juice boxes. Their classmates drink 11 juice boxes. How many juice boxes does Michael have now?,12,2,x,y,23,11
The volcano released x tons of ash over y hours. What was the hourly eruption rate?,x,Benjamin has 26 baseballs. Their coach takes 23 baseballs for practice. How many baseballs does Benjamin have now?,3,1,x,y,26,23
The volcano released x tons of ash over y hours. What was the hourly eruption rate?,x,Benjamin has 36 baseballs. Their coach takes 30 baseballs for practice. How many baseballs does Benjamin have now?,6,1,x,y,36,30
Scientists observed x hermit crabs distributed equally among y pools. What was the average per pool?,x,James has 28 candies in their bag. Their teacher takes 13 candies. How many candies does James have now?,15,2,x,y,28,13
Scientists observed x hermit crabs distributed equally among y pools. What was the average per pool?,x,James has 50 candies in their bag. Their teacher takes 37 candies. How many candies does James have now?,13,1,x,y,50,37
The glacier retreated x inches over y days. What was the average daily recession?,x,The plot fits 28 vegetables. Grace harvests 18 vegetables. How many vegetables remain?,10,1,x,y,28,18
The glacier retreated x inches over y days. What was the average daily recession?,x,The plot fits 36 vegetables. Grace harvests 15 vegetables. How many vegetables remain?,21,2,x,y,36,15
Observers counted x meteors over y hours. What was the hourly rate?,x,Sophia reads 29 chapter books. Their school collects 16 chapter books for inventory. How many chapter books does Sophia have now?,13,1,x,y,29,16
Observers counted x meteors over y hours. What was the hourly rate?,x,Sophia reads 23 chapter books. Their school collects 22 chapter books for inventory. How many chapter books does Sophia have now?,1,1,x,y,23,22
The sunflower grew x inches over y weeks. What was the average weekly growth?,x,"The phone has 39% battery. After 37% is used, what percentage remains?",2,1,x,y,39,37
The sunflower grew x inches over y weeks. What was the average weekly growth?,x,"The phone has 29% battery. After 5% is used, what percentage remains?",24,5,x,y,29,5
Marine biologists documented x species among y reefs. What was the average per reef?,x,The suitcase holds 18 kilograms. Isla packs 13 kilograms. How much more weight is allowed?,5,1,x,y,18,13
Marine biologists documented x species among y reefs. What was the average per reef?,x,The suitcase holds 23 kilograms. Isla packs 13 kilograms. How much more weight is allowed?,10,1,x,y,23,13
The storm had x lightning flashes over y minutes. What was the flash rate?,x,Alexander collects 24 bottle caps. Their friend takes 8 bottle caps for a project. How many bottle caps does Alexander have now?,16,3,x,y,24,8
The storm had x lightning flashes over y minutes. What was the flash rate?,x,Alexander collects 43 bottle caps. Their friend takes 3 bottle caps for a project. How many bottle caps does Alexander have now?,40,14,x,y,43,3
The fungal network covered x square feet across y colonies. What was the average size?,x,The storage has 14 gigabytes free. Henry saves 1 gigabytes of photos. How much space remains?,13,14,x,y,14,1
The fungal network covered x square feet across y colonies. What was the average size?,x,The storage has 32 gigabytes free. Henry saves 22 gigabytes of photos. How much space remains?,10,1,x,y,32,22
The server processed x requests over y seconds. What was the request rate?,x,The budget allows 25 dollars. Matthew spends 6 dollars. How much remains?,19,4,x,y,25,6
The server processed x requests over y seconds. What was the request rate?,x,The budget allows 49 dollars. Matthew spends 46 dollars. How much remains?,3,1,x,y,49,46
A shipment of y phones has xGB total storage. What's the average per phone?,x,Thomas collects 38 colored pencils. A set gets damaged and loses 25 colored pencils. How many colored pencils does Thomas have now?,13,1,x,y,38,25
A shipment of y phones has xGB total storage. What's the average per phone?,x,Thomas collects 14 colored pencils. A set gets damaged and loses 2 colored pencils. How many colored pencils does Thomas have now?,12,7,x,y,14,2
Lucas downloaded x MB over y seconds. What was the download speed?,x,The solar panel produces 46 watts daily. 20 watts are consumed. What is the net production?,26,2,x,y,46,20
Lucas downloaded x MB over y seconds. What was the download speed?,x,The solar panel produces 29 watts daily. 22 watts are consumed. What is the net production?,7,1,x,y,29,22
A team of y robots assembled x components. What was each robot's average output?,x,The scoreboard shows 33 points. The referee deducts 7 points. What is the adjusted score?,26,4,x,y,33,7
A team of y robots assembled x components. What was each robot's average output?,x,The scoreboard shows 42 points. The referee deducts 30 points. What is the adjusted score?,12,1,x,y,42,30
The data center used x kilowatts across y racks. What was the average per rack?,x,"The building is 35 feet tall. The top floor is removed, reducing height by 18 feet. What is the current height?",17,1,x,y,35,18
The data center used x kilowatts across y racks. What was the average per rack?,x,"The building is 32 feet tall. The top floor is removed, reducing height by 15 feet. What is the current height?",17,2,x,y,32,15
Installing y updates took x minutes total. What was the average time?,x,The loyalty card has 22 points. Emma redeems 8 points. How many points remain?,14,2,x,y,22,8
Installing y updates took x minutes total. What was the average time?,x,The loyalty card has 30 points. Emma redeems 8 points. How many points remain?,22,3,x,y,30,8
The cable transferred x TB over y hours. What was the average rate?,x,The gallery displays 41 paintings. 25 paintings go on tour. How many remain on view?,16,1,x,y,41,25
The cable transferred x TB over y hours. What was the average rate?,x,The gallery displays 13 paintings. 8 paintings go on tour. How many remain on view?,5,1,x,y,13,8
The system collected x metrics from y watches. What was the average per watch?,x,"The flight duration is 18 hours. After 11 hours in the air, how much longer until landing?",7,1,x,y,18,11
The system collected x metrics from y watches. What was the average per watch?,x,"The flight duration is 35 hours. After 13 hours in the air, how much longer until landing?",22,2,x,y,35,13
The printer created x layers over y minutes. What was the average speed?,x,Nathan has 28 pencils. The teacher collects 16 pencils. How many pencils does Nathan have now?,12,1,x,y,28,16
The printer created x layers over y minutes. What was the average speed?,x,Nathan has 43 pencils. The teacher collects 32 pencils. How many pencils does Nathan have now?,11,1,x,y,43,32
The VR setup uses x sensors across y headsets. What's the average per headset?,x,"The tree grows 16 centimeters yearly. After 7 centimeters are trimmed, what is the net growth?",9,2,x,y,16,7
The VR setup uses x sensors across y headsets. What's the average per headset?,x,"The tree grows 21 centimeters yearly. After 19 centimeters are trimmed, what is the net growth?",2,1,x,y,21,19
The ferry carried x vehicles over y trips. What was the average vehicles per trip?,x,"The workday is 35 hours long. After 23 hours, how much time remains?",12,1,x,y,35,23
The ferry carried x vehicles over y trips. What was the average vehicles per trip?,x,"The workday is 37 hours long. After 22 hours, how much time remains?",15,1,x,y,37,22
The cabin's y seats weigh x pounds total. What is the average seat weight?,x,Amelia owns 18 video games. The store recalls 8 video games. How many video games does Amelia have now?,10,2,x,y,18,8
The cabin's y seats weigh x pounds total. What is the average seat weight?,x,Amelia owns 50 video games. The store recalls 45 video games. How many video games does Amelia have now?,5,1,x,y,50,45
There were x arrivals during y minutes. What was the actual arrival frequency?,x,James has 49 storybooks. The library recalls 31 storybooks. How many storybooks does James have now?,18,1,x,y,49,31
There were x arrivals during y minutes. What was the actual arrival frequency?,x,James has 40 storybooks. The library recalls 19 storybooks. How many storybooks does James have now?,21,2,x,y,40,19
A fleet of y scooters traveled x miles total. What was the average distance per scooter?,x,The item originally costs 20 dollars. The discount reduces it by 8 dollars. What is the sale price?,12,2,x,y,20,8
A fleet of y scooters traveled x miles total. What was the average distance per scooter?,x,The item originally costs 47 dollars. The discount reduces it by 35 dollars. What is the sale price?,12,1,x,y,47,35
Dockworkers loaded x containers over y hours. What was their average hourly rate?,x,The plane has 20 empty seats. 5 standby passengers are accommodated. How many seats remain?,15,4,x,y,20,5
Dockworkers loaded x containers over y hours. What was their average hourly rate?,x,The plane has 30 empty seats. 11 standby passengers are accommodated. How many seats remain?,19,2,x,y,30,11
The shop used x spokes across y wheels. What was the average spokes per wheel?,x,Charlotte has 32 clay pots. Their art class breaks 4 clay pots. How many clay pots does Charlotte have now?,28,8,x,y,32,4
The shop used x spokes across y wheels. What was the average spokes per wheel?,x,Charlotte has 38 clay pots. Their art class breaks 4 clay pots. How many clay pots does Charlotte have now?,34,9,x,y,38,4
The booth processed x cars over y minutes. What was its average processing rate?,x,"The contract lasts 38 months. After 20 months, how much time remains?",18,1,x,y,38,20
The booth processed x cars over y minutes. What was its average processing rate?,x,"The contract lasts 41 months. After 15 months, how much time remains?",26,2,x,y,41,15
The train has x seats total across y carriages. What's the average per carriage?,x,Ella finds 30 erasers in their desk. They lose 10 erasers. How many erasers does Ella have now?,20,3,x,y,30,10
The train has x seats total across y carriages. What's the average per carriage?,x,Ella finds 41 erasers in their desk. They lose 4 erasers. How many erasers does Ella have now?,37,10,x,y,41,4
The helicopter consumed x gallons over y hours. What was its average hourly usage?,x,Henry wears 15 jackets. Their closet donates 5 jackets. How many jackets does Henry have now?,10,3,x,y,15,5
The helicopter consumed x gallons over y hours. What was its average hourly usage?,x,Henry wears 13 jackets. Their closet donates 9 jackets. How many jackets does Henry have now?,4,1,x,y,13,9
The charging station provided x kW total to y vehicles. What was the average per vehicle?,x,The exam has 28 questions. Michael answers 15 questions. How many questions remain?,13,1,x,y,28,15
The charging station provided x kW total to y vehicles. What was the average per vehicle?,x,The exam has 32 questions. Michael answers 10 questions. How many questions remain?,22,3,x,y,32,10
The rover traveled x meters over y days. What was its average daily distance?,x,The video is 45 minutes long. William watches 15 minutes. How much video remains?,30,3,x,y,45,15
The rover traveled x meters over y days. What was its average daily distance?,x,The video is 29 minutes long. William watches 4 minutes. How much video remains?,25,7,x,y,29,4
The crew ate x pounds of food over y weeks. What was their average weekly consumption?,x,The guest list has 19 people. 5 people cancel. How many attendees are expected?,14,3,x,y,19,5
The crew ate x pounds of food over y weeks. What was their average weekly consumption?,x,The guest list has 40 people. 37 people cancel. How many attendees are expected?,3,1,x,y,40,37
The satellite made x orbits in y days. What was its actual daily orbit count?,x,The coupon saves 36 dollars. The fine print deducts 32 dollars from the savings. What is the net discount?,4,1,x,y,36,32
The satellite made x orbits in y days. What was its actual daily orbit count?,x,The coupon saves 22 dollars. The fine print deducts 20 dollars from the savings. What is the net discount?,2,1,x,y,22,20
Mission Control spent x hours prepping for y spacewalks. What was the average prep time?,x,The order requires 38 components. The bin has 3 components. How many more are needed?,35,12,x,y,38,3
Mission Control spent x hours prepping for y spacewalks. What was the average prep time?,x,The order requires 28 components. The bin has 23 components. How many more are needed?,5,1,x,y,28,23
