clean_prompt,clean_gt_answer,corrupted_prompt,corrupted_gt_answer,target_gt_answer,clean_operand1,clean_operand2,corrupted_operand1,corrupted_operand2
Each cake needs x eggs. How many eggs for y cakes?,x,"The therapy lasts 28 weeks. After 7 weeks, how much longer will it continue?",21,196,x,y,28,7
Each cake needs x eggs. How many eggs for y cakes?,x,"The therapy lasts 44 weeks. After 28 weeks, how much longer will it continue?",16,1232,x,y,44,28
Cookies require x chips per cookie. How many chips for y cookies?,x,The cleanup targets 31 tons of waste. Volunteers remove 28 tons. How much waste remains?,3,868,x,y,31,28
Cookies require x chips per cookie. How many chips for y cookies?,x,The cleanup targets 45 tons of waste. Volunteers remove 42 tons. How much waste remains?,3,1890,x,y,45,42
Each serving requires x ounces. How much for y servings?,x,Isla saves 27 coins. Their piggybank loses 24 coins. How many coins does Isla have now?,3,648,x,y,27,24
Each serving requires x ounces. How much for y servings?,x,Isla saves 14 coins. Their piggybank loses 9 coins. How many coins does Isla have now?,5,126,x,y,14,9
Punch needs x liters per bowl. How much for y bowls?,x,Henry has 13 crayons. Their art set is missing 5 crayons. How many crayons does Henry have now?,8,65,x,y,13,5
Punch needs x liters per bowl. How much for y bowls?,x,Henry has 37 crayons. Their art set is missing 7 crayons. How many crayons does Henry have now?,30,259,x,y,37,7
Isla earns $x per hour. How much for y hours?,x,Isla makes 50 sandwiches. Their friends eat 16 sandwiches. How many sandwiches does Isla have now?,34,800,x,y,50,16
Isla earns $x per hour. How much for y hours?,x,Isla makes 33 sandwiches. Their friends eat 31 sandwiches. How many sandwiches does Isla have now?,2,1023,x,y,33,31
Workers are paid $x per item. How much for y items?,x,James finds 26 seashells at the beach. The tide washes away 1 seashells. How many seashells does James have now?,25,26,x,y,26,1
Workers are paid $x per item. How much for y items?,x,James finds 31 seashells at the beach. The tide washes away 10 seashells. How many seashells does James have now?,21,310,x,y,31,10
Each project pays $x. What's the income from y projects?,x,"The store stocks 37 phones. By closing, 32 phones are sold. What is the remaining inventory?",5,1184,x,y,37,32
Each project pays $x. What's the income from y projects?,x,"The store stocks 20 phones. By closing, 7 phones are sold. What is the remaining inventory?",13,140,x,y,20,7
A consultant charges $x daily. What's the cost for y days?,x,Harper has 5 building blocks. Their sibling takes 4 blocks from their tower. How many blocks does Harper have now?,1,20,x,y,5,4
A consultant charges $x daily. What's the cost for y days?,x,Harper has 13 building blocks. Their sibling takes 2 blocks from their tower. How many blocks does Harper have now?,11,26,x,y,13,2
Overtime pays $x per hour. How much for y overtime hours?,x,Benjamin has 17 hats. Their collection decreases by 13 hats. How many hats does Benjamin have now?,4,221,x,y,17,13
Overtime pays $x per hour. How much for y overtime hours?,x,Benjamin has 39 hats. Their collection decreases by 3 hats. How many hats does Benjamin have now?,36,117,x,y,39,3
Each crate holds x oranges. How many oranges in y crates?,x,The collection contains 44 coins. Michael sells 38 coins. How many coins remain?,6,1672,x,y,44,38
Each crate holds x oranges. How many oranges in y crates?,x,The collection contains 22 coins. Michael sells 9 coins. How many coins remain?,13,198,x,y,22,9
Egg cartons contain x eggs each. How many eggs in y cartons?,x,The concert starts in 43 minutes. Thomas needs 20 minutes to get ready. What is the latest possible departure time?,23,860,x,y,43,20
Egg cartons contain x eggs each. How many eggs in y cartons?,x,The concert starts in 50 minutes. Thomas needs 5 minutes to get ready. What is the latest possible departure time?,45,250,x,y,50,5
Jars contain x marbles each. How many marbles in y jars?,x,Daniel has 18 basketballs. Their team donates 5 basketballs. How many basketballs does Daniel have now?,13,90,x,y,18,5
Jars contain x marbles each. How many marbles in y jars?,x,Daniel has 17 basketballs. Their team donates 12 basketballs. How many basketballs does Daniel have now?,5,204,x,y,17,12
Cases hold x bottles each. How many bottles in y cases?,x,Amelia collects 36 mangoes. They share 20 mangoes with their neighbor. How many mangoes does Amelia have now?,16,720,x,y,36,20
Cases hold x bottles each. How many bottles in y cases?,x,Amelia collects 44 mangoes. They share 7 mangoes with their neighbor. How many mangoes does Amelia have now?,37,308,x,y,44,7
Packets have x seeds each. How many seeds in y packets?,x,Amelia has 37 sketchbooks. Their parents archive 10 old sketchbooks. How many sketchbooks does Amelia have now?,27,370,x,y,37,10
Packets have x seeds each. How many seeds in y packets?,x,Amelia has 40 sketchbooks. Their parents archive 14 old sketchbooks. How many sketchbooks does Amelia have now?,26,560,x,y,40,14
Tasks take x minutes each. How long for y tasks?,x,The reserve protects 45 acres. Development reduces it by 41 acres. What is the current size?,4,1845,x,y,45,41
Tasks take x minutes each. How long for y tasks?,x,The reserve protects 33 acres. Development reduces it by 17 acres. What is the current size?,16,561,x,y,33,17
A process takes x hours per unit. How long for y units?,x,The recipe calls for 19 grams of flour. William uses 2 grams. How much flour remains?,17,38,x,y,19,2
A process takes x hours per unit. How long for y units?,x,The recipe calls for 37 grams of flour. William uses 1 grams. How much flour remains?,36,37,x,y,37,1
Questions take x minutes each. How long for y questions?,x,"The oven needs 39 minutes to preheat. After 36 minutes, how much longer is needed?",3,1404,x,y,39,36
Questions take x minutes each. How long for y questions?,x,"The oven needs 10 minutes to preheat. After 1 minutes, how much longer is needed?",9,10,x,y,10,1
A machine processes x items per hour. How many can it do in y hours?,x,"Amelia counts 17 birds in the morning. By afternoon, 4 birds fly away. How many birds does Amelia see now?",13,68,x,y,17,4
A machine processes x items per hour. How many can it do in y hours?,x,"Amelia counts 28 birds in the morning. By afternoon, 20 birds fly away. How many birds does Amelia see now?",8,560,x,y,28,20
Customers take x minutes each to serve. How long for y customers?,x,Olivia owns 17 toy cars. They donate 6 toy cars to charity. How many toy cars does Olivia have now?,11,102,x,y,17,6
Customers take x minutes each to serve. How long for y customers?,x,Olivia owns 49 toy cars. They donate 22 toy cars to charity. How many toy cars does Olivia have now?,27,1078,x,y,49,22
A team scores x points per game. How many points in y games?,x,Daniel brings 49 dollars to the store. They spend 16 dollars. What amount remains?,33,784,x,y,49,16
A team scores x points per game. How many points in y games?,x,Daniel brings 46 dollars to the store. They spend 7 dollars. What amount remains?,39,322,x,y,46,7
A player averages x rebounds per game. How many in y games?,x,The shipment contains 32 products. 8 products are damaged. How many are intact?,24,256,x,y,32,8
A player averages x rebounds per game. How many in y games?,x,The shipment contains 24 products. 10 products are damaged. How many are intact?,14,240,x,y,24,10
Innings average x runs each. How many runs in y innings?,x,"The generator provides 44 hours of power. After 13 hours, how much runtime remains?",31,572,x,y,44,13
Innings average x runs each. How many runs in y innings?,x,"The generator provides 19 hours of power. After 12 hours, how much runtime remains?",7,228,x,y,19,12
A player makes x free throws per game. How many in y games?,x,"The bus has 23 passengers. At the stop, 1 passengers exit. How many continue the ride?",22,23,x,y,23,1
A player makes x free throws per game. How many in y games?,x,"The bus has 13 passengers. At the stop, 10 passengers exit. How many continue the ride?",3,130,x,y,13,10
A team allows x goals per match. How many in y matches?,x,The fitness goal is 24 steps daily. Daniel records 11 steps. How many more steps are needed?,13,264,x,y,24,11
A team allows x goals per match. How many in y matches?,x,The fitness goal is 34 steps daily. Daniel records 8 steps. How many more steps are needed?,26,272,x,y,34,8
Matthew creates x paintings every month. How many paintings will be completed after y months?,x,The download requires 47 megabytes. 28 megabytes complete. How much data remains?,19,1316,x,y,47,28
Matthew creates x paintings every month. How many paintings will be completed after y months?,x,The download requires 41 megabytes. 21 megabytes complete. How much data remains?,20,861,x,y,41,21
Each sculpture requires x pounds of clay. How much clay is needed to make y sculptures?,x,The prescription has 21 doses. Lily takes 17 doses. How many doses remain?,4,357,x,y,21,17
Each sculpture requires x pounds of clay. How much clay is needed to make y sculptures?,x,The prescription has 22 doses. Lily takes 13 doses. How many doses remain?,9,286,x,y,22,13
The dance troupe performs x shows in each city. How many shows will they perform on a y-city tour?,x,The warehouse has 28 boxes. Jacob ships out 22 boxes. How many boxes remain stored?,6,616,x,y,28,22
The dance troupe performs x shows in each city. How many shows will they perform on a y-city tour?,x,The warehouse has 49 boxes. Jacob ships out 12 boxes. How many boxes remain stored?,37,588,x,y,49,12
Each art class uses x paint tubes weekly. How many tubes are needed for y classes?,x,Ava has 29 apples. Their friend takes 26 apples. How many apples does Ava have now?,3,754,x,y,29,26
Each art class uses x paint tubes weekly. How many tubes are needed for y classes?,x,Ava has 31 apples. Their friend takes 15 apples. How many apples does Ava have now?,16,465,x,y,31,15
Henry writes x poetry lines daily. How many lines will be written in y consecutive days?,x,The event budget is 34 dollars. 31 dollars are spent. How much remains?,3,1054,x,y,34,31
Henry writes x poetry lines daily. How many lines will be written in y consecutive days?,x,The event budget is 44 dollars. 6 dollars are spent. How much remains?,38,264,x,y,44,6
Each theater seat needs x yards of fabric. How much fabric is required for y seats?,x,The library has 45 available books. Harper checks out 20 books. How many stay on shelves?,25,900,x,y,45,20
Each theater seat needs x yards of fabric. How much fabric is required for y seats?,x,The library has 41 available books. Harper checks out 5 books. How many stay on shelves?,36,205,x,y,41,5
The band sells x albums per concert. How many albums will they sell at y concerts?,x,Ethan brings 42 soccer balls to practice. The league redistributes 37 soccer balls. How many soccer balls does Ethan have now?,5,1554,x,y,42,37
The band sells x albums per concert. How many albums will they sell at y concerts?,x,Ethan brings 46 soccer balls to practice. The league redistributes 25 soccer balls. How many soccer balls does Ethan have now?,21,1150,x,y,46,25
Each mosaic tile covers x square inches. How much area can y tiles cover?,x,Emma has 46 t-shirts. Their laundry loses 1 t-shirts. How many t-shirts does Emma have now?,45,46,x,y,46,1
Each mosaic tile covers x square inches. How much area can y tiles cover?,x,Emma has 29 t-shirts. Their laundry loses 8 t-shirts. How many t-shirts does Emma have now?,21,232,x,y,29,8
The film crew shoots x scenes daily. How many scenes will they capture in y days?,x,Ella has 31 pairs of shoes. Their family replaces 2 old pairs of shoes. How many pairs of shoes does Ella have now?,29,62,x,y,31,2
The film crew shoots x scenes daily. How many scenes will they capture in y days?,x,Ella has 9 pairs of shoes. Their family replaces 8 old pairs of shoes. How many pairs of shoes does Ella have now?,1,72,x,y,9,8
Each jewelry box holds x rings. How many rings can be stored in y boxes?,x,The container holds 50 liters. Nathan pours out 29 liters. What is the remaining capacity?,21,1450,x,y,50,29
Each jewelry box holds x rings. How many rings can be stored in y boxes?,x,The container holds 29 liters. Nathan pours out 27 liters. What is the remaining capacity?,2,783,x,y,29,27
The beehive produces x ounces of honey daily. What will be the total production after y days?,x,"The schedule allows 30 minutes per speaker. After 9 minutes, how much time remains?",21,270,x,y,30,9
The beehive produces x ounces of honey daily. What will be the total production after y days?,x,"The schedule allows 35 minutes per speaker. After 32 minutes, how much time remains?",3,1120,x,y,35,32
Each rainforest tree hosts x epiphyte species. How many species would be found on y trees?,x,Michael buys 30 juice boxes. Their classmates drink 3 juice boxes. How many juice boxes does Michael have now?,27,90,x,y,30,3
Each rainforest tree hosts x epiphyte species. How many species would be found on y trees?,x,Michael buys 23 juice boxes. Their classmates drink 11 juice boxes. How many juice boxes does Michael have now?,12,253,x,y,23,11
The volcano erupts x tons of ash hourly. How much ash will be ejected in y hours?,x,Benjamin has 26 baseballs. Their coach takes 23 baseballs for practice. How many baseballs does Benjamin have now?,3,598,x,y,26,23
The volcano erupts x tons of ash hourly. How much ash will be ejected in y hours?,x,Benjamin has 36 baseballs. Their coach takes 30 baseballs for practice. How many baseballs does Benjamin have now?,6,1080,x,y,36,30
Each tide pool contains x hermit crabs. How many crabs would be in y pools?,x,James has 28 candies in their bag. Their teacher takes 13 candies. How many candies does James have now?,15,364,x,y,28,13
Each tide pool contains x hermit crabs. How many crabs would be in y pools?,x,James has 50 candies in their bag. Their teacher takes 37 candies. How many candies does James have now?,13,1850,x,y,50,37
The glacier recedes x inches daily. How much will it shrink after y days?,x,The plot fits 28 vegetables. Grace harvests 18 vegetables. How many vegetables remain?,10,504,x,y,28,18
The glacier recedes x inches daily. How much will it shrink after y days?,x,The plot fits 36 vegetables. Grace harvests 15 vegetables. How many vegetables remain?,21,540,x,y,36,15
The meteor shower produces x meteors hourly. How many might be seen during y hours?,x,Sophia reads 29 chapter books. Their school collects 16 chapter books for inventory. How many chapter books does Sophia have now?,13,464,x,y,29,16
The meteor shower produces x meteors hourly. How many might be seen during y hours?,x,Sophia reads 23 chapter books. Their school collects 22 chapter books for inventory. How many chapter books does Sophia have now?,1,506,x,y,23,22
The sunflower grows x inches weekly. How tall will it be after y weeks?,x,"The phone has 39% battery. After 37% is used, what percentage remains?",2,1443,x,y,39,37
The sunflower grows x inches weekly. How tall will it be after y weeks?,x,"The phone has 29% battery. After 5% is used, what percentage remains?",24,145,x,y,29,5
Each coral reef supports x fish species. How many species might exist across y reefs?,x,The suitcase holds 18 kilograms. Isla packs 13 kilograms. How much more weight is allowed?,5,234,x,y,18,13
Each coral reef supports x fish species. How many species might exist across y reefs?,x,The suitcase holds 23 kilograms. Isla packs 13 kilograms. How much more weight is allowed?,10,299,x,y,23,13
The thunderstorm produces x lightning flashes per minute. How many flashes in y minutes?,x,Alexander collects 24 bottle caps. Their friend takes 8 bottle caps for a project. How many bottle caps does Alexander have now?,16,192,x,y,24,8
The thunderstorm produces x lightning flashes per minute. How many flashes in y minutes?,x,Alexander collects 43 bottle caps. Their friend takes 3 bottle caps for a project. How many bottle caps does Alexander have now?,40,129,x,y,43,3
Each mushroom colony expands x square feet daily. How much area would y colonies cover?,x,The storage has 14 gigabytes free. Henry saves 1 gigabytes of photos. How much space remains?,13,14,x,y,14,1
Each mushroom colony expands x square feet daily. How much area would y colonies cover?,x,The storage has 32 gigabytes free. Henry saves 22 gigabytes of photos. How much space remains?,10,704,x,y,32,22
The server handles x requests per second. How many requests in y seconds?,x,The budget allows 25 dollars. Matthew spends 6 dollars. How much remains?,19,150,x,y,25,6
The server handles x requests per second. How many requests in y seconds?,x,The budget allows 49 dollars. Matthew spends 46 dollars. How much remains?,3,2254,x,y,49,46
Each smartphone has xGB storage. How much total storage for y phones?,x,Thomas collects 38 colored pencils. A set gets damaged and loses 25 colored pencils. How many colored pencils does Thomas have now?,13,950,x,y,38,25
Each smartphone has xGB storage. How much total storage for y phones?,x,Thomas collects 14 colored pencils. A set gets damaged and loses 2 colored pencils. How many colored pencils does Thomas have now?,12,28,x,y,14,2
The download speed is x MB per second. How much data will download in y seconds?,x,The solar panel produces 46 watts daily. 20 watts are consumed. What is the net production?,26,920,x,y,46,20
The download speed is x MB per second. How much data will download in y seconds?,x,The solar panel produces 29 watts daily. 22 watts are consumed. What is the net production?,7,638,x,y,29,22
Each robot assembles x components hourly. How many components can y robots assemble?,x,The scoreboard shows 33 points. The referee deducts 7 points. What is the adjusted score?,26,231,x,y,33,7
Each robot assembles x components hourly. How many components can y robots assemble?,x,The scoreboard shows 42 points. The referee deducts 30 points. What is the adjusted score?,12,1260,x,y,42,30
Each server rack uses x kilowatts. What's the total power for y racks?,x,"The building is 35 feet tall. The top floor is removed, reducing height by 18 feet. What is the current height?",17,630,x,y,35,18
Each server rack uses x kilowatts. What's the total power for y racks?,x,"The building is 32 feet tall. The top floor is removed, reducing height by 15 feet. What is the current height?",17,480,x,y,32,15
Each software update takes x minutes. How long will y updates take?,x,The loyalty card has 22 points. Emma redeems 8 points. How many points remain?,14,176,x,y,22,8
Each software update takes x minutes. How long will y updates take?,x,The loyalty card has 30 points. Emma redeems 8 points. How many points remain?,22,240,x,y,30,8
The fiber cable transmits x TB per hour. How much data in y hours?,x,The gallery displays 41 paintings. 25 paintings go on tour. How many remain on view?,16,1025,x,y,41,25
The fiber cable transmits x TB per hour. How much data in y hours?,x,The gallery displays 13 paintings. 8 paintings go on tour. How many remain on view?,5,104,x,y,13,8
Each smartwatch tracks x health metrics. How many metrics for y watches?,x,"The flight duration is 18 hours. After 11 hours in the air, how much longer until landing?",7,198,x,y,18,11
Each smartwatch tracks x health metrics. How many metrics for y watches?,x,"The flight duration is 35 hours. After 13 hours in the air, how much longer until landing?",22,455,x,y,35,13
The 3D printer makes x layers per minute. How many layers in y minutes?,x,Nathan has 28 pencils. The teacher collects 16 pencils. How many pencils does Nathan have now?,12,448,x,y,28,16
The 3D printer makes x layers per minute. How many layers in y minutes?,x,Nathan has 43 pencils. The teacher collects 32 pencils. How many pencils does Nathan have now?,11,1376,x,y,43,32
Each VR headset needs x sensors. How many sensors for y headsets?,x,"The tree grows 16 centimeters yearly. After 7 centimeters are trimmed, what is the net growth?",9,112,x,y,16,7
Each VR headset needs x sensors. How many sensors for y headsets?,x,"The tree grows 21 centimeters yearly. After 19 centimeters are trimmed, what is the net growth?",2,399,x,y,21,19
The ferry transports x vehicles per trip. How many vehicles can it carry in y trips?,x,"The workday is 35 hours long. After 23 hours, how much time remains?",12,805,x,y,35,23
The ferry transports x vehicles per trip. How many vehicles can it carry in y trips?,x,"The workday is 37 hours long. After 22 hours, how much time remains?",15,814,x,y,37,22
Each airplane seat weighs x pounds. What is the total weight of y seats?,x,Amelia owns 18 video games. The store recalls 8 video games. How many video games does Amelia have now?,10,144,x,y,18,8
Each airplane seat weighs x pounds. What is the total weight of y seats?,x,Amelia owns 50 video games. The store recalls 45 video games. How many video games does Amelia have now?,5,2250,x,y,50,45
A subway train arrives every x minutes. How many arrivals will there be in y minutes?,x,James has 49 storybooks. The library recalls 31 storybooks. How many storybooks does James have now?,18,1519,x,y,49,31
A subway train arrives every x minutes. How many arrivals will there be in y minutes?,x,James has 40 storybooks. The library recalls 19 storybooks. How many storybooks does James have now?,21,760,x,y,40,19
Each scooter travels x miles per charge. How far can y scooters travel?,x,The item originally costs 20 dollars. The discount reduces it by 8 dollars. What is the sale price?,12,160,x,y,20,8
Each scooter travels x miles per charge. How far can y scooters travel?,x,The item originally costs 47 dollars. The discount reduces it by 35 dollars. What is the sale price?,12,1645,x,y,47,35
The cargo ship loads x containers hourly. How many containers can it load in y hours?,x,The plane has 20 empty seats. 5 standby passengers are accommodated. How many seats remain?,15,100,x,y,20,5
The cargo ship loads x containers hourly. How many containers can it load in y hours?,x,The plane has 30 empty seats. 11 standby passengers are accommodated. How many seats remain?,19,330,x,y,30,11
Each bicycle wheel requires x spokes. How many spokes are needed for y wheels?,x,Charlotte has 32 clay pots. Their art class breaks 4 clay pots. How many clay pots does Charlotte have now?,28,128,x,y,32,4
Each bicycle wheel requires x spokes. How many spokes are needed for y wheels?,x,Charlotte has 38 clay pots. Their art class breaks 4 clay pots. How many clay pots does Charlotte have now?,34,152,x,y,38,4
The toll booth processes x cars per minute. How many cars can pass in y minutes?,x,"The contract lasts 38 months. After 20 months, how much time remains?",18,760,x,y,38,20
The toll booth processes x cars per minute. How many cars can pass in y minutes?,x,"The contract lasts 41 months. After 15 months, how much time remains?",26,615,x,y,41,15
Each train carriage has x seats. How many seats are in y carriages?,x,Ella finds 30 erasers in their desk. They lose 10 erasers. How many erasers does Ella have now?,20,300,x,y,30,10
Each train carriage has x seats. How many seats are in y carriages?,x,Ella finds 41 erasers in their desk. They lose 4 erasers. How many erasers does Ella have now?,37,164,x,y,41,4
The helicopter uses x gallons of fuel hourly. How much fuel will it use in y hours?,x,Henry wears 15 jackets. Their closet donates 5 jackets. How many jackets does Henry have now?,10,75,x,y,15,5
The helicopter uses x gallons of fuel hourly. How much fuel will it use in y hours?,x,Henry wears 13 jackets. Their closet donates 9 jackets. How many jackets does Henry have now?,4,117,x,y,13,9
Each electric vehicle charges at x kW. What's the total power needed for y vehicles?,x,The exam has 28 questions. Michael answers 15 questions. How many questions remain?,13,420,x,y,28,15
Each electric vehicle charges at x kW. What's the total power needed for y vehicles?,x,The exam has 32 questions. Michael answers 10 questions. How many questions remain?,22,320,x,y,32,10
The Mars rover travels x meters daily. How far will it go in y days?,x,The video is 45 minutes long. William watches 15 minutes. How much video remains?,30,675,x,y,45,15
The Mars rover travels x meters daily. How far will it go in y days?,x,The video is 29 minutes long. William watches 4 minutes. How much video remains?,25,116,x,y,29,4
Each astronaut consumes x pounds of food weekly. How much food is needed for y weeks?,x,The guest list has 19 people. 5 people cancel. How many attendees are expected?,14,95,x,y,19,5
Each astronaut consumes x pounds of food weekly. How much food is needed for y weeks?,x,The guest list has 40 people. 37 people cancel. How many attendees are expected?,3,1480,x,y,40,37
The satellite completes x orbits daily. How many orbits in y days?,x,The coupon saves 36 dollars. The fine print deducts 32 dollars from the savings. What is the net discount?,4,1152,x,y,36,32
