clean_prompt,clean_gt_answer,corrupted_prompt,corrupted_gt_answer,clean_operand1,clean_operand2,corrupted_operand1,corrupted_operand2
Isla brings 42 notebooks to class. A classmate borrows 40 notebooks. How many notebooks does Isla have now?,2,Isla brings 25 notebooks to class. A classmate borrows 19 notebooks. How many notebooks does Isla have now?,6,42,40,25,19
Henry finds 47 erasers in their desk. They lose 5 erasers. How many erasers does Henry have now?,42,Henry finds 4 erasers in their desk. They lose 3 erasers. How many erasers does Henry have now?,1,47,5,4,3
Henry finds 16 erasers in their desk. They lose 13 erasers. How many erasers does Henry have now?,3,Henry finds 20 erasers in their desk. They lose 3 erasers. How many erasers does Henry have now?,17,16,13,20,3
Nora has 16 markers. Their art teacher removes 14 markers from their collection. How many markers does Nora have now?,2,Nora has 19 markers. Their art teacher removes 15 markers from their collection. How many markers does Nora have now?,4,16,14,19,15
Nora has 42 markers. Their art teacher removes 24 markers from their collection. How many markers does Nora have now?,18,Nora has 24 markers. Their art teacher removes 7 markers from their collection. How many markers does Nora have now?,17,42,24,24,7
Chloe receives 19 stickers for good behavior. The principal revokes 3 stickers. How many stickers does Chloe have now?,16,Chloe receives 40 stickers for good behavior. The principal revokes 11 stickers. How many stickers does Chloe have now?,29,19,3,40,11
Chloe receives 36 stickers for good behavior. The principal revokes 16 stickers. How many stickers does Chloe have now?,20,Chloe receives 12 stickers for good behavior. The principal revokes 8 stickers. How many stickers does Chloe have now?,4,36,16,12,8
Jacob owns 19 toy cars. They donate 18 toy cars to charity. How many toy cars does Jacob have now?,1,Jacob owns 16 toy cars. They donate 11 toy cars to charity. How many toy cars does Jacob have now?,5,19,18,16,11
Jacob owns 22 toy cars. They donate 2 toy cars to charity. How many toy cars does Jacob have now?,20,Jacob owns 27 toy cars. They donate 9 toy cars to charity. How many toy cars does Jacob have now?,18,22,2,27,9
William has 15 building blocks. Their sibling takes 10 blocks from their tower. How many blocks does William have now?,5,William has 47 building blocks. Their sibling takes 21 blocks from their tower. How many blocks does William have now?,26,15,10,47,21
William has 15 building blocks. Their sibling takes 11 blocks from their tower. How many blocks does William have now?,4,William has 33 building blocks. Their sibling takes 26 blocks from their tower. How many blocks does William have now?,7,15,11,33,26
Nathan collects 43 action figures. They trade away 30 figures. How many action figures does Nathan have now?,13,Nathan collects 11 action figures. They trade away 5 figures. How many action figures does Nathan have now?,6,43,30,11,5
Nathan collects 10 action figures. They trade away 4 figures. How many action figures does Nathan have now?,6,Nathan collects 49 action figures. They trade away 36 figures. How many action figures does Nathan have now?,13,10,4,49,36
Grace has 18 board games. Their family gives away 14 board games. How many board games does Grace have now?,4,Grace has 39 board games. Their family gives away 26 board games. How many board games does Grace have now?,13,18,14,39,26
Grace has 25 board games. Their family gives away 8 board games. How many board games does Grace have now?,17,Grace has 10 board games. Their family gives away 9 board games. How many board games does Grace have now?,1,25,8,10,9
Lily owns 7 stuffed animals. They give 1 stuffed animals to a younger sibling. How many stuffed animals does Lily have now?,6,Lily owns 9 stuffed animals. They give 3 stuffed animals to a younger sibling. How many stuffed animals does Lily have now?,6,7,1,9,3
Lily owns 42 stuffed animals. They give 11 stuffed animals to a younger sibling. How many stuffed animals does Lily have now?,31,Lily owns 45 stuffed animals. They give 28 stuffed animals to a younger sibling. How many stuffed animals does Lily have now?,17,42,11,45,28
Ella finds 6 seashells at the beach. The tide washes away 4 seashells. How many seashells does Ella have now?,2,Ella finds 26 seashells at the beach. The tide washes away 20 seashells. How many seashells does Ella have now?,6,6,4,26,20
Ella finds 31 seashells at the beach. The tide washes away 17 seashells. How many seashells does Ella have now?,14,Ella finds 18 seashells at the beach. The tide washes away 1 seashells. How many seashells does Ella have now?,17,31,17,18,1
"Chloe counts 48 birds in the morning. By afternoon, 8 birds fly away. How many birds does Chloe see now?",40,"Chloe counts 45 birds in the morning. By afternoon, 35 birds fly away. How many birds does Chloe see now?",10,48,8,45,35
"Chloe counts 50 birds in the morning. By afternoon, 18 birds fly away. How many birds does Chloe see now?",32,"Chloe counts 43 birds in the morning. By afternoon, 22 birds fly away. How many birds does Chloe see now?",21,50,18,43,22
Olivia plants 20 flowers. A storm damages 14 flowers. How many flowers does Olivia have now?,6,Olivia plants 34 flowers. A storm damages 12 flowers. How many flowers does Olivia have now?,22,20,14,34,12
Olivia plants 34 flowers. A storm damages 7 flowers. How many flowers does Olivia have now?,27,Olivia plants 42 flowers. A storm damages 20 flowers. How many flowers does Olivia have now?,22,34,7,42,20
Matthew catches 42 fireflies. They release 33 fireflies. How many fireflies does Matthew have now?,9,Matthew catches 40 fireflies. They release 13 fireflies. How many fireflies does Matthew have now?,27,42,33,40,13
Matthew catches 11 fireflies. They release 6 fireflies. How many fireflies does Matthew have now?,5,Matthew catches 50 fireflies. They release 11 fireflies. How many fireflies does Matthew have now?,39,11,6,50,11
Grace collects 35 acorns. Squirrels steal 1 acorns. How many acorns does Grace have now?,34,Grace collects 40 acorns. Squirrels steal 21 acorns. How many acorns does Grace have now?,19,35,1,40,21
Grace collects 33 acorns. Squirrels steal 2 acorns. How many acorns does Grace have now?,31,Grace collects 9 acorns. Squirrels steal 6 acorns. How many acorns does Grace have now?,3,33,2,9,6
Nathan bakes 21 cookies. Their sibling eats 8 cookies. How many cookies does Nathan have now?,13,Nathan bakes 5 cookies. Their sibling eats 2 cookies. How many cookies does Nathan have now?,3,21,8,5,2
Nathan bakes 38 cookies. Their sibling eats 6 cookies. How many cookies does Nathan have now?,32,Nathan bakes 7 cookies. Their sibling eats 6 cookies. How many cookies does Nathan have now?,1,38,6,7,6
Lily buys 6 donuts. Their family eats 5 donuts. How many donuts does Lily have now?,1,Lily buys 10 donuts. Their family eats 3 donuts. How many donuts does Lily have now?,7,6,5,10,3
Lily buys 44 donuts. Their family eats 31 donuts. How many donuts does Lily have now?,13,Lily buys 37 donuts. Their family eats 11 donuts. How many donuts does Lily have now?,26,44,31,37,11
Alexander makes 35 sandwiches. Their friends eat 28 sandwiches. How many sandwiches does Alexander have now?,7,Alexander makes 15 sandwiches. Their friends eat 9 sandwiches. How many sandwiches does Alexander have now?,6,35,28,15,9
Alexander makes 50 sandwiches. Their friends eat 47 sandwiches. How many sandwiches does Alexander have now?,3,Alexander makes 46 sandwiches. Their friends eat 13 sandwiches. How many sandwiches does Alexander have now?,33,50,47,46,13
Lucas has 21 candies in their bag. Their teacher takes 13 candies. How many candies does Lucas have now?,8,Lucas has 44 candies in their bag. Their teacher takes 42 candies. How many candies does Lucas have now?,2,21,13,44,42
Lucas has 25 candies in their bag. Their teacher takes 15 candies. How many candies does Lucas have now?,10,Lucas has 35 candies in their bag. Their teacher takes 29 candies. How many candies does Lucas have now?,6,25,15,35,29
Olivia buys 39 juice boxes. Their classmates drink 15 juice boxes. How many juice boxes does Olivia have now?,24,Olivia buys 47 juice boxes. Their classmates drink 41 juice boxes. How many juice boxes does Olivia have now?,6,39,15,47,41
Olivia buys 6 juice boxes. Their classmates drink 1 juice boxes. How many juice boxes does Olivia have now?,5,Olivia buys 23 juice boxes. Their classmates drink 3 juice boxes. How many juice boxes does Olivia have now?,20,6,1,23,3
Michael has 17 baseballs. Their coach takes 9 baseballs for practice. How many baseballs does Michael have now?,8,Michael has 44 baseballs. Their coach takes 32 baseballs for practice. How many baseballs does Michael have now?,12,17,9,44,32
Michael has 10 baseballs. Their coach takes 8 baseballs for practice. How many baseballs does Michael have now?,2,Michael has 17 baseballs. Their coach takes 16 baseballs for practice. How many baseballs does Michael have now?,1,10,8,17,16
Zoe owns 28 tennis balls. The club replaces 7 old tennis balls. How many tennis balls does Zoe have now?,21,Zoe owns 8 tennis balls. The club replaces 1 old tennis balls. How many tennis balls does Zoe have now?,7,28,7,8,1
Zoe owns 44 tennis balls. The club replaces 28 old tennis balls. How many tennis balls does Zoe have now?,16,Zoe owns 24 tennis balls. The club replaces 14 old tennis balls. How many tennis balls does Zoe have now?,10,44,28,24,14
Mia has 31 basketballs. Their team donates 28 basketballs. How many basketballs does Mia have now?,3,Mia has 48 basketballs. Their team donates 4 basketballs. How many basketballs does Mia have now?,44,31,28,48,4
Mia has 45 basketballs. Their team donates 42 basketballs. How many basketballs does Mia have now?,3,Mia has 43 basketballs. Their team donates 7 basketballs. How many basketballs does Mia have now?,36,45,42,43,7
Emma brings 27 soccer balls to practice. The league redistributes 24 soccer balls. How many soccer balls does Emma have now?,3,Emma brings 17 soccer balls to practice. The league redistributes 7 soccer balls. How many soccer balls does Emma have now?,10,27,24,17,7
Emma brings 14 soccer balls to practice. The league redistributes 9 soccer balls. How many soccer balls does Emma have now?,5,Emma brings 30 soccer balls to practice. The league redistributes 5 soccer balls. How many soccer balls does Emma have now?,25,14,9,30,5
Mia has 13 hockey pucks. Their teammate borrows 5 hockey pucks. How many hockey pucks does Mia have now?,8,Mia has 31 hockey pucks. Their teammate borrows 8 hockey pucks. How many hockey pucks does Mia have now?,23,13,5,31,8
Mia has 37 hockey pucks. Their teammate borrows 7 hockey pucks. How many hockey pucks does Mia have now?,30,Mia has 5 hockey pucks. Their teammate borrows 1 hockey pucks. How many hockey pucks does Mia have now?,4,37,7,5,1
William has 50 crayons. Their art set is missing 16 crayons. How many crayons does William have now?,34,William has 12 crayons. Their art set is missing 7 crayons. How many crayons does William have now?,5,50,16,12,7
William has 33 crayons. Their art set is missing 31 crayons. How many crayons does William have now?,2,William has 15 crayons. Their art set is missing 14 crayons. How many crayons does William have now?,1,33,31,15,14
Jacob owns 26 paintbrushes. Their teacher collects 1 paintbrushes for cleaning. How many paintbrushes does Jacob have now?,25,Jacob owns 26 paintbrushes. Their teacher collects 9 paintbrushes for cleaning. How many paintbrushes does Jacob have now?,17,26,1,26,9
Jacob owns 31 paintbrushes. Their teacher collects 10 paintbrushes for cleaning. How many paintbrushes does Jacob have now?,21,Jacob owns 29 paintbrushes. Their teacher collects 23 paintbrushes for cleaning. How many paintbrushes does Jacob have now?,6,31,10,29,23
Harper has 37 sketchbooks. Their parents archive 32 old sketchbooks. How many sketchbooks does Harper have now?,5,Harper has 11 sketchbooks. Their parents archive 4 old sketchbooks. How many sketchbooks does Harper have now?,7,37,32,11,4
Harper has 20 sketchbooks. Their parents archive 7 old sketchbooks. How many sketchbooks does Harper have now?,13,Harper has 49 sketchbooks. Their parents archive 21 old sketchbooks. How many sketchbooks does Harper have now?,28,20,7,49,21
Emma collects 5 colored pencils. A set gets damaged and loses 4 colored pencils. How many colored pencils does Emma have now?,1,Emma collects 34 colored pencils. A set gets damaged and loses 11 colored pencils. How many colored pencils does Emma have now?,23,5,4,34,11
Emma collects 13 colored pencils. A set gets damaged and loses 2 colored pencils. How many colored pencils does Emma have now?,11,Emma collects 40 colored pencils. A set gets damaged and loses 5 colored pencils. How many colored pencils does Emma have now?,35,13,2,40,5
Chloe has 17 clay pots. Their art class breaks 13 clay pots. How many clay pots does Chloe have now?,4,Chloe has 9 clay pots. Their art class breaks 4 clay pots. How many clay pots does Chloe have now?,5,17,13,9,4
Chloe has 39 clay pots. Their art class breaks 3 clay pots. How many clay pots does Chloe have now?,36,Chloe has 41 clay pots. Their art class breaks 6 clay pots. How many clay pots does Chloe have now?,35,39,3,41,6
Mia has 44 storybooks. The library recalls 38 storybooks. How many storybooks does Mia have now?,6,Mia has 38 storybooks. The library recalls 34 storybooks. How many storybooks does Mia have now?,4,44,38,38,34
Mia has 22 storybooks. The library recalls 9 storybooks. How many storybooks does Mia have now?,13,Mia has 27 storybooks. The library recalls 5 storybooks. How many storybooks does Mia have now?,22,22,9,27,5
Chloe owns 43 comic books. A friend borrows 20 comic books. How many comic books does Chloe have now?,23,Chloe owns 31 comic books. A friend borrows 11 comic books. How many comic books does Chloe have now?,20,43,20,31,11
Chloe owns 50 comic books. A friend borrows 5 comic books. How many comic books does Chloe have now?,45,Chloe owns 41 comic books. A friend borrows 37 comic books. How many comic books does Chloe have now?,4,50,5,41,37
Olivia collects 18 magazines. Their subscription expires for 5 magazines. How many magazines does Olivia have now?,13,Olivia collects 24 magazines. Their subscription expires for 3 magazines. How many magazines does Olivia have now?,21,18,5,24,3
Olivia collects 17 magazines. Their subscription expires for 12 magazines. How many magazines does Olivia have now?,5,Olivia collects 20 magazines. Their subscription expires for 6 magazines. How many magazines does Olivia have now?,14,17,12,20,6
Daniel has 36 picture books. Their relative asks for 20 picture books back. How many picture books does Daniel have now?,16,Daniel has 41 picture books. Their relative asks for 34 picture books back. How many picture books does Daniel have now?,7,36,20,41,34
Daniel has 44 picture books. Their relative asks for 7 picture books back. How many picture books does Daniel have now?,37,Daniel has 9 picture books. Their relative asks for 2 picture books back. How many picture books does Daniel have now?,7,44,7,9,2
Harper reads 37 chapter books. Their school collects 10 chapter books for inventory. How many chapter books does Harper have now?,27,Harper reads 19 chapter books. Their school collects 10 chapter books for inventory. How many chapter books does Harper have now?,9,37,10,19,10
Harper reads 40 chapter books. Their school collects 14 chapter books for inventory. How many chapter books does Harper have now?,26,Harper reads 47 chapter books. Their school collects 22 chapter books for inventory. How many chapter books does Harper have now?,25,40,14,47,22
Henry has 45 t-shirts. Their laundry loses 41 t-shirts. How many t-shirts does Henry have now?,4,Henry has 18 t-shirts. Their laundry loses 17 t-shirts. How many t-shirts does Henry have now?,1,45,41,18,17
Henry has 33 t-shirts. Their laundry loses 17 t-shirts. How many t-shirts does Henry have now?,16,Henry has 42 t-shirts. Their laundry loses 28 t-shirts. How many t-shirts does Henry have now?,14,33,17,42,28
Matthew owns 19 pairs of socks. Their washing machine ruins 2 pairs of socks. How many pairs of socks does Matthew have now?,17,Matthew owns 37 pairs of socks. Their washing machine ruins 28 pairs of socks. How many pairs of socks does Matthew have now?,9,19,2,37,28
Matthew owns 37 pairs of socks. Their washing machine ruins 1 pairs of socks. How many pairs of socks does Matthew have now?,36,Matthew owns 46 pairs of socks. Their washing machine ruins 10 pairs of socks. How many pairs of socks does Matthew have now?,36,37,1,46,10
Grace has 39 hats. Their collection decreases by 36 hats. How many hats does Grace have now?,3,Grace has 11 hats. Their collection decreases by 7 hats. How many hats does Grace have now?,4,39,36,11,7
Grace has 10 hats. Their collection decreases by 1 hats. How many hats does Grace have now?,9,Grace has 21 hats. Their collection decreases by 12 hats. How many hats does Grace have now?,9,10,1,21,12
Nathan wears 17 jackets. Their closet donates 4 jackets. How many jackets does Nathan have now?,13,Nathan wears 24 jackets. Their closet donates 18 jackets. How many jackets does Nathan have now?,6,17,4,24,18
Nathan wears 28 jackets. Their closet donates 20 jackets. How many jackets does Nathan have now?,8,Nathan wears 49 jackets. Their closet donates 10 jackets. How many jackets does Nathan have now?,39,28,20,49,10
Isla has 17 pairs of shoes. Their family replaces 6 old pairs of shoes. How many pairs of shoes does Isla have now?,11,Isla has 13 pairs of shoes. Their family replaces 7 old pairs of shoes. How many pairs of shoes does Isla have now?,6,17,6,13,7
Isla has 49 pairs of shoes. Their family replaces 22 old pairs of shoes. How many pairs of shoes does Isla have now?,27,Isla has 28 pairs of shoes. Their family replaces 26 old pairs of shoes. How many pairs of shoes does Isla have now?,2,49,22,28,26
Chloe saves 49 coins. Their piggybank loses 16 coins. How many coins does Chloe have now?,33,Chloe saves 19 coins. Their piggybank loses 6 coins. How many coins does Chloe have now?,13,49,16,19,6
Chloe saves 46 coins. Their piggybank loses 7 coins. How many coins does Chloe have now?,39,Chloe saves 26 coins. Their piggybank loses 2 coins. How many coins does Chloe have now?,24,46,7,26,2
Nora has 32 keys on their keychain. They remove 8 keys. How many keys does Nora have now?,24,Nora has 14 keys on their keychain. They remove 8 keys. How many keys does Nora have now?,6,32,8,14,8
Nora has 24 keys on their keychain. They remove 10 keys. How many keys does Nora have now?,14,Nora has 16 keys on their keychain. They remove 4 keys. How many keys does Nora have now?,12,24,10,16,4
James collects 44 bottle caps. Their friend takes 13 bottle caps for a project. How many bottle caps does James have now?,31,James collects 27 bottle caps. Their friend takes 11 bottle caps for a project. How many bottle caps does James have now?,16,44,13,27,11
James collects 19 bottle caps. Their friend takes 12 bottle caps for a project. How many bottle caps does James have now?,7,James collects 43 bottle caps. Their friend takes 33 bottle caps for a project. How many bottle caps does James have now?,10,19,12,43,33
Jacob has 23 photos in their album. They remove 1 photos. How many photos does Jacob have now?,22,Jacob has 9 photos in their album. They remove 5 photos. How many photos does Jacob have now?,4,23,1,9,5
Jacob has 13 photos in their album. They remove 10 photos. How many photos does Jacob have now?,3,Jacob has 8 photos in their album. They remove 5 photos. How many photos does Jacob have now?,3,13,10,8,5
Mia owns 24 video games. The store recalls 11 video games. How many video games does Mia have now?,13,Mia owns 29 video games. The store recalls 20 video games. How many video games does Mia have now?,9,24,11,29,20
Mia owns 34 video games. The store recalls 8 video games. How many video games does Mia have now?,26,Mia owns 26 video games. The store recalls 19 video games. How many video games does Mia have now?,7,34,8,26,19
Henry has 47 minutes to complete a task. The timer shows 28 minutes have passed. What is the current remaining time?,19,Henry has 25 minutes to complete a task. The timer shows 14 minutes have passed. What is the current remaining time?,11,47,28,25,14
Henry has 41 minutes to complete a task. The timer shows 21 minutes have passed. What is the current remaining time?,20,Henry has 44 minutes to complete a task. The timer shows 8 minutes have passed. What is the current remaining time?,36,41,21,44,8
The concert starts in 21 minutes. Harper needs 17 minutes to get ready. What is the latest possible departure time?,4,The concert starts in 21 minutes. Harper needs 14 minutes to get ready. What is the latest possible departure time?,7,21,17,21,14
The concert starts in 22 minutes. Harper needs 13 minutes to get ready. What is the latest possible departure time?,9,The concert starts in 46 minutes. Harper needs 19 minutes to get ready. What is the latest possible departure time?,27,22,13,46,19
"Grace's meeting lasts 28 minutes. After 22 minutes, how much meeting time is left?",6,"Grace's meeting lasts 26 minutes. After 22 minutes, how much meeting time is left?",4,28,22,26,22
"Grace's meeting lasts 49 minutes. After 12 minutes, how much meeting time is left?",37,"Grace's meeting lasts 21 minutes. After 10 minutes, how much meeting time is left?",11,49,12,21,10
"The flight duration is 29 hours. After 26 hours in the air, how much longer until landing?",3,"The flight duration is 39 hours. After 21 hours in the air, how much longer until landing?",18,29,26,39,21
"The flight duration is 31 hours. After 15 hours in the air, how much longer until landing?",16,"The flight duration is 30 hours. After 22 hours in the air, how much longer until landing?",8,31,15,30,22
Henry practices piano for 34 minutes daily. Today they stopped after 31 minutes. How much practice was skipped?,3,Henry practices piano for 49 minutes daily. Today they stopped after 11 minutes. How much practice was skipped?,38,34,31,49,11
Henry practices piano for 44 minutes daily. Today they stopped after 6 minutes. How much practice was skipped?,38,Henry practices piano for 20 minutes daily. Today they stopped after 17 minutes. How much practice was skipped?,3,44,6,20,17
"Chloe's account shows 45 dollars. After a purchase of 20 dollars, what is the current balance?",25,"Chloe's account shows 14 dollars. After a purchase of 3 dollars, what is the current balance?",11,45,20,14,3
"Chloe's account shows 41 dollars. After a purchase of 5 dollars, what is the current balance?",36,"Chloe's account shows 31 dollars. After a purchase of 14 dollars, what is the current balance?",17,41,5,31,14
The item costs 37 dollars. Nathan pays with 42 dollars. What is the amount to be returned?,5,The item costs 12 dollars. Nathan pays with 14 dollars. What is the amount to be returned?,2,42,37,14,12
The item costs 25 dollars. Nathan pays with 46 dollars. What is the amount to be returned?,21,The item costs 5 dollars. Nathan pays with 17 dollars. What is the amount to be returned?,12,46,25,17,5
Jack budgets 46 dollars for groceries. The receipt shows 1 dollars spent. How much remains in the budget?,45,Jack budgets 50 dollars for groceries. The receipt shows 7 dollars spent. How much remains in the budget?,43,46,1,50,7
Jack budgets 29 dollars for groceries. The receipt shows 8 dollars spent. How much remains in the budget?,21,Jack budgets 13 dollars for groceries. The receipt shows 12 dollars spent. How much remains in the budget?,1,29,8,13,12
The fundraiser goal is 31 dollars. Michael contributes 2 dollars. What is the remaining gap to the goal after the contribution?,29,The fundraiser goal is 37 dollars. Michael contributes 16 dollars. What is the remaining gap to the goal after the contribution?,21,31,2,37,16
The fundraiser goal is 9 dollars. Michael contributes 8 dollars. What is the remaining gap to the goal after the contribution?,1,The fundraiser goal is 44 dollars. Michael contributes 34 dollars. What is the remaining gap to the goal after the contribution?,10,9,8,44,34
"Grace earns 50 dollars weekly. After 29 dollars in deductions, what is the take-home amount?",21,"Grace earns 41 dollars weekly. After 33 dollars in deductions, what is the take-home amount?",8,50,29,41,33
"Grace earns 29 dollars weekly. After 27 dollars in deductions, what is the take-home amount?",2,"Grace earns 37 dollars weekly. After 29 dollars in deductions, what is the take-home amount?",8,29,27,37,29
The container holds 30 liters. Nathan pours out 9 liters. What is the remaining capacity?,21,The container holds 42 liters. Nathan pours out 18 liters. What is the remaining capacity?,24,30,9,42,18
The container holds 35 liters. Nathan pours out 32 liters. What is the remaining capacity?,3,The container holds 42 liters. Nathan pours out 16 liters. What is the remaining capacity?,26,35,32,42,16
The rope measures 30 meters. Alexander cuts off 3 meters. What length remains?,27,The rope measures 47 meters. Alexander cuts off 19 meters. What length remains?,28,30,3,47,19
The rope measures 23 meters. Alexander cuts off 11 meters. What length remains?,12,The rope measures 36 meters. Alexander cuts off 6 meters. What length remains?,30,23,11,36,6
"The building is 26 feet tall. The top floor is removed, reducing height by 23 feet. What is the current height?",3,"The building is 28 feet tall. The top floor is removed, reducing height by 11 feet. What is the current height?",17,26,23,28,11
"The building is 36 feet tall. The top floor is removed, reducing height by 30 feet. What is the current height?",6,"The building is 28 feet tall. The top floor is removed, reducing height by 2 feet. What is the current height?",26,36,30,28,2
"The package weighs 28 kilograms. After removing 13 kilograms, what is the current weight?",15,"The package weighs 39 kilograms. After removing 2 kilograms, what is the current weight?",37,28,13,39,2
"The package weighs 50 kilograms. After removing 37 kilograms, what is the current weight?",13,"The package weighs 26 kilograms. After removing 16 kilograms, what is the current weight?",10,50,37,26,16
The pool contains 28 gallons. James drains 18 gallons for cleaning. What volume remains?,10,The pool contains 49 gallons. James drains 48 gallons for cleaning. What volume remains?,1,28,18,49,48
The pool contains 36 gallons. James drains 15 gallons for cleaning. What volume remains?,21,The pool contains 33 gallons. James drains 15 gallons for cleaning. What volume remains?,18,36,15,33,15
"The store stocks 29 phones. By closing, 16 phones are sold. What is the remaining inventory?",13,"The store stocks 3 phones. By closing, 2 phones are sold. What is the remaining inventory?",1,29,16,3,2
"The store stocks 23 phones. By closing, 22 phones are sold. What is the remaining inventory?",1,"The store stocks 45 phones. By closing, 26 phones are sold. What is the remaining inventory?",19,23,22,45,26
The warehouse has 39 boxes. Harper ships out 37 boxes. How many boxes remain stored?,2,The warehouse has 44 boxes. Harper ships out 2 boxes. How many boxes remain stored?,42,39,37,44,2
The warehouse has 29 boxes. Harper ships out 5 boxes. How many boxes remain stored?,24,The warehouse has 31 boxes. Harper ships out 6 boxes. How many boxes remain stored?,25,29,5,31,6
The library has 18 available books. Emma checks out 13 books. How many stay on shelves?,5,The library has 22 available books. Emma checks out 7 books. How many stay on shelves?,15,18,13,22,7
The library has 23 available books. Emma checks out 13 books. How many stay on shelves?,10,The library has 19 available books. Emma checks out 14 books. How many stay on shelves?,5,23,13,19,14
The bakery prepares 24 loaves. Customers purchase 8 loaves. How many loaves are left?,16,The bakery prepares 43 loaves. Customers purchase 5 loaves. How many loaves are left?,38,24,8,43,5
The bakery prepares 43 loaves. Customers purchase 3 loaves. How many loaves are left?,40,The bakery prepares 50 loaves. Customers purchase 2 loaves. How many loaves are left?,48,43,3,50,2
The farm has 14 chickens. Amelia sells 1 chickens at market. How many chickens remain?,13,The farm has 41 chickens. Amelia sells 10 chickens at market. How many chickens remain?,31,14,1,41,10
The farm has 32 chickens. Amelia sells 22 chickens at market. How many chickens remain?,10,The farm has 31 chickens. Amelia sells 23 chickens at market. How many chickens remain?,8,32,22,31,23
The exam has 25 questions. Alexander answers 6 questions. How many questions remain?,19,The exam has 40 questions. Alexander answers 39 questions. How many questions remain?,1,25,6,40,39
The exam has 49 questions. Alexander answers 46 questions. How many questions remain?,3,The exam has 21 questions. Alexander answers 4 questions. How many questions remain?,17,49,46,21,4
The assignment requires 38 pages. Ethan writes 25 pages. How much more is needed?,13,The assignment requires 27 pages. Ethan writes 23 pages. How much more is needed?,4,38,25,27,23
The assignment requires 14 pages. Ethan writes 2 pages. How much more is needed?,12,The assignment requires 39 pages. Ethan writes 16 pages. How much more is needed?,23,14,2,39,16
The textbook has 46 chapters. Olivia studies 20 chapters. How many chapters remain?,26,The textbook has 45 chapters. Olivia studies 39 chapters. How many chapters remain?,6,46,20,45,39
The textbook has 29 chapters. Olivia studies 22 chapters. How many chapters remain?,7,The textbook has 25 chapters. Olivia studies 3 chapters. How many chapters remain?,22,29,22,25,3
The course offers 33 credit hours. Michael drops 7 credit hours. How many credits remain?,26,The course offers 29 credit hours. Michael drops 12 credit hours. How many credits remain?,17,33,7,29,12
The course offers 42 credit hours. Michael drops 30 credit hours. How many credits remain?,12,The course offers 47 credit hours. Michael drops 10 credit hours. How many credits remain?,37,42,30,47,10
The lab has 35 experiments. Mia completes 18 experiments. How many experiments remain?,17,The lab has 41 experiments. Mia completes 35 experiments. How many experiments remain?,6,35,18,41,35
The lab has 32 experiments. Mia completes 15 experiments. How many experiments remain?,17,The lab has 48 experiments. Mia completes 38 experiments. How many experiments remain?,10,32,15,48,38
"The bus has 22 passengers. At the stop, 8 passengers exit. How many continue the ride?",14,"The bus has 7 passengers. At the stop, 3 passengers exit. How many continue the ride?",4,22,8,7,3
