clean_prompt,clean_gt_answer,corrupted_prompt,corrupted_gt_answer,target_gt_answer,clean_operand1,clean_operand2,corrupted_operand1,corrupted_operand2
A quilt's 34 squares are arranged in 2 equal columns. How many per column?,17,A quilt has 35 squares along its length and 7 squares across. How many total?,245,5,34,2,35,7
12 desks are arranged in 2 equal rows. How many desks per row?,6,Each of 28 rows contains 2 desks. How many desks total?,56,14,12,2,28,2
20 desks are arranged in 5 equal rows. How many desks per row?,4,Each of 50 rows contains 25 desks. How many desks total?,1250,2,20,5,50,25
20 books are placed equally on 2 shelves. How many books per shelf?,10,"A bookshelf has 26 shelves, each holding 2 books. How many books total?",52,13,20,2,26,2
36 books are placed equally on 3 shelves. How many books per shelf?,12,"A bookshelf has 41 shelves, each holding 41 books. How many books total?",1681,1,36,3,41,41
Alexander spent $32 on 4 equally priced tickets. What was the price per ticket?,8,Tickets cost $48 each. Alexander buys 3 tickets. What's the total cost?,144,16,32,4,48,3
Alexander spent $24 on 12 equally priced tickets. What was the price per ticket?,2,Tickets cost $10 each. Alexander buys 2 tickets. What's the total cost?,20,5,24,12,10,2
Matthew paid $36 for 18 candy bags. What was the per-bag price?,2,Each candy bag costs $7. How much for 7 bags?,49,1,36,18,7,7
Matthew paid $10 for 10 candy bags. What was the per-bag price?,1,Each candy bag costs $28. How much for 2 bags?,56,14,10,10,28,2
Henry spent $30 on 30 identical toys. What was each toy's price?,1,A toy is priced at $48 each. How much for 8 toys?,384,6,30,30,48,8
Henry spent $44 on 2 identical toys. What was each toy's price?,22,A toy is priced at $24 each. How much for 3 toys?,72,8,44,2,24,3
3 apples cost $18 altogether. What's the price per apple?,6,Apples cost $40 per apple. How much for 40 apples?,1600,1,18,3,40,40
2 apples cost $18 altogether. What's the price per apple?,9,Apples cost $27 per apple. How much for 27 apples?,729,1,18,2,27,27
Amelia paid $46 for 2 months of service. What was the monthly rate?,23,A subscription costs $48 monthly. What's the cost for 4 months?,192,12,46,2,48,4
Amelia paid $39 for 13 months of service. What was the monthly rate?,3,A subscription costs $27 monthly. What's the cost for 27 months?,729,1,39,13,27,27
A car traveled 36 miles in 18 hours. What was its speed in mph?,2,A car drives 48 miles every hour for 48 hours. How far does it go?,2304,1,36,18,48,48
A car traveled 24 miles in 6 hours. What was its speed in mph?,4,A car drives 34 miles every hour for 34 hours. How far does it go?,1156,1,24,6,34,34
A plane covered 43 miles over 43 hours. What was its speed?,1,A plane flies 44 miles per hour. How far in 22 hours?,968,2,43,43,44,22
A plane covered 9 miles over 3 hours. What was its speed?,3,A plane flies 13 miles per hour. How far in 13 hours?,169,1,9,3,13,13
A runner completed 18 km in 18 hours. What was the pace?,1,A runner maintains 15 km every hour. How far in 5 hours?,75,3,18,18,15,5
A runner completed 39 km in 3 hours. What was the pace?,13,A runner maintains 19 km every hour. How far in 19 hours?,361,1,39,3,19,19
A train went 36 km during 4 hours. What was its speed?,9,A train travels 10 kilometers per hour. How far does it go in 10 hours?,100,1,36,4,10,10
A train went 50 km during 2 hours. What was its speed?,25,A train travels 36 kilometers per hour. How far does it go in 3 hours?,108,12,50,2,36,3
A cyclist rode 26 miles over 26 hours. What was the average speed?,1,A cyclist averages 45 miles every hour. How far in 15 hours?,675,3,26,26,45,15
A cyclist rode 4 miles over 2 hours. What was the average speed?,2,A cyclist averages 48 miles every hour. How far in 2 hours?,96,24,4,2,48,2
Chloe has 46 cups of flour to make 2 batches. How much per batch?,23,A recipe requires 15 cups of flour per batch. Chloe makes 15 batches. How much flour?,225,1,46,2,15,15
Chloe has 33 cups of flour to make 3 batches. How much per batch?,11,A recipe requires 28 cups of flour per batch. Chloe makes 2 batches. How much flour?,56,14,33,3,28,2
2 cakes used 40 eggs total. How many eggs per cake?,20,Each cake needs 30 eggs. How many eggs for 3 cakes?,90,10,40,2,30,3
20 cakes used 40 eggs total. How many eggs per cake?,2,Each cake needs 19 eggs. How many eggs for 19 cakes?,361,1,40,20,19,19
4 cookies used 44 chips altogether. What's the average per cookie?,11,Cookies require 27 chips per cookie. How many chips for 27 cookies?,729,1,44,4,27,27
11 cookies used 44 chips altogether. What's the average per cookie?,4,Cookies require 20 chips per cookie. How many chips for 20 cookies?,400,1,44,11,20,20
5 servings used 30 ounces total. How much per serving?,6,Each serving requires 15 ounces. How much for 3 servings?,45,5,30,5,15,3
25 servings used 50 ounces total. How much per serving?,2,Each serving requires 44 ounces. How much for 11 servings?,484,4,50,25,44,11
2 bowls used 20 liters total. What was the amount per bowl?,10,Punch needs 18 liters per bowl. How much for 18 bowls?,324,1,20,2,18,18
15 bowls used 45 liters total. What was the amount per bowl?,3,Punch needs 46 liters per bowl. How much for 23 bowls?,1058,2,45,15,46,23
Isla earned $50 by working 5 hours. What was the hourly pay?,10,Isla earns $2 per hour. How much for 2 hours?,4,1,50,5,2,2
Isla earned $42 by working 42 hours. What was the hourly pay?,1,Isla earns $32 per hour. How much for 2 hours?,64,16,42,42,32,2
A worker earned $34 from 34 items. What was the per-item rate?,1,Workers are paid $15 per item. How much for 5 items?,75,3,34,34,15,5
A worker earned $25 from 25 items. What was the per-item rate?,1,Workers are paid $30 per item. How much for 10 items?,300,3,25,25,30,10
8 projects earned $48 total. What was the average per project?,6,Each project pays $25. What's the income from 25 projects?,625,1,48,8,25,25
6 projects earned $12 total. What was the average per project?,2,Each project pays $12. What's the income from 4 projects?,48,3,12,6,12,4
A consultant's 11 days of work cost $11. What was the daily rate?,1,A consultant charges $42 daily. What's the cost for 21 days?,882,2,11,11,42,21
A consultant's 8 days of work cost $16. What was the daily rate?,2,A consultant charges $45 daily. What's the cost for 45 days?,2025,1,16,8,45,45
47 overtime hours earned $47. What was the overtime rate?,1,Overtime pays $42 per hour. How much for 6 overtime hours?,252,7,47,47,42,6
27 overtime hours earned $27. What was the overtime rate?,1,Overtime pays $20 per hour. How much for 4 overtime hours?,80,5,27,27,20,4
39 oranges are packed equally in 3 crates. How many per crate?,13,Each crate holds 50 oranges. How many oranges in 25 crates?,1250,2,39,3,50,25
46 oranges are packed equally in 23 crates. How many per crate?,2,Each crate holds 24 oranges. How many oranges in 3 crates?,72,8,46,23,24,3
15 cartons hold 30 eggs total. How many eggs per carton?,2,Egg cartons contain 22 eggs each. How many eggs in 22 cartons?,484,1,30,15,22,22
35 cartons hold 35 eggs total. How many eggs per carton?,1,Egg cartons contain 36 eggs each. How many eggs in 18 cartons?,648,2,35,35,36,18
10 jars have 40 marbles total. What's the average per jar?,4,Jars contain 45 marbles each. How many marbles in 3 jars?,135,15,40,10,45,3
13 jars have 26 marbles total. What's the average per jar?,2,Jars contain 16 marbles each. How many marbles in 2 jars?,32,8,26,13,16,2
2 cases contain 6 bottles total. How many per case?,3,Cases hold 10 bottles each. How many bottles in 10 cases?,100,1,6,2,10,10
2 cases contain 48 bottles total. How many per case?,24,Cases hold 49 bottles each. How many bottles in 7 cases?,343,7,48,2,49,7
6 packets contain 24 seeds total. How many seeds per packet?,4,Packets have 49 seeds each. How many seeds in 7 packets?,343,7,24,6,49,7
2 packets contain 12 seeds total. How many seeds per packet?,6,Packets have 3 seeds each. How many seeds in 3 packets?,9,1,12,2,3,3
11 tasks took 11 minutes total. What was the average time per task?,1,Tasks take 10 minutes each. How long for 5 tasks?,50,2,11,11,10,5
8 tasks took 32 minutes total. What was the average time per task?,4,Tasks take 7 minutes each. How long for 7 tasks?,49,1,32,8,7,7
5 units were made in 25 hours total. What was the time per unit?,5,A process takes 44 hours per unit. How long for 44 units?,1936,1,25,5,44,44
3 units were made in 24 hours total. What was the time per unit?,8,A process takes 28 hours per unit. How long for 14 units?,392,2,24,3,28,14
12 questions took 48 minutes altogether. What was the average time?,4,Questions take 16 minutes each. How long for 16 questions?,256,1,48,12,16,16
6 questions took 42 minutes altogether. What was the average time?,7,Questions take 48 minutes each. How long for 16 questions?,768,3,42,6,48,16
A machine completed 37 items over 37 hours. What was its processing rate?,1,A machine processes 42 items per hour. How many can it do in 6 hours?,252,7,37,37,42,6
A machine completed 14 items over 2 hours. What was its processing rate?,7,A machine processes 21 items per hour. How many can it do in 21 hours?,441,1,14,2,21,21
2 customers were served in 34 minutes. What was the average service time?,17,Customers take 39 minutes each to serve. How long for 39 customers?,1521,1,34,2,39,39
2 customers were served in 38 minutes. What was the average service time?,19,Customers take 39 minutes each to serve. How long for 3 customers?,117,13,38,2,39,3
A team scored 14 points over 7 games. What was their average?,2,A team scores 9 points per game. How many points in 9 games?,81,1,14,7,9,9
A team scored 36 points over 36 games. What was their average?,1,A team scores 10 points per game. How many points in 5 games?,50,2,36,36,10,5
A player got 15 rebounds in 3 games. What was the average?,5,A player averages 32 rebounds per game. How many in 32 games?,1024,1,15,3,32,32
A player got 22 rebounds in 2 games. What was the average?,11,A player averages 26 rebounds per game. How many in 13 games?,338,2,22,2,26,13
8 innings had 40 runs total. What was the average per inning?,5,Innings average 46 runs each. How many runs in 2 innings?,92,23,40,8,46,2
3 innings had 39 runs total. What was the average per inning?,13,Innings average 18 runs each. How many runs in 2 innings?,36,9,39,3,18,2
A player made 41 free throws over 41 games. What was the average?,1,A player makes 28 free throws per game. How many in 14 games?,392,2,41,41,28,14
A player made 12 free throws over 3 games. What was the average?,4,A player makes 26 free throws per game. How many in 13 games?,338,2,12,3,26,13
A team conceded 14 goals during 7 matches. What was the average?,2,A team allows 47 goals per match. How many in 47 matches?,2209,1,14,7,47,47
A team conceded 46 goals during 23 matches. What was the average?,2,A team allows 9 goals per match. How many in 3 matches?,27,3,46,23,9,3
Matthew completed 25 paintings over 5 months. How many paintings per month on average?,5,Matthew creates 4 paintings every month. How many paintings will be completed after 4 months?,16,1,25,5,4,4
Matthew completed 37 paintings over 37 months. How many paintings per month on average?,1,Matthew creates 20 paintings every month. How many paintings will be completed after 4 months?,80,5,37,37,20,4
Lily used 24 pounds of clay for 3 sculptures. How much clay per sculpture?,8,Each sculpture requires 42 pounds of clay. How much clay is needed to make 14 sculptures?,588,3,24,3,42,14
Lily used 20 pounds of clay for 4 sculptures. How much clay per sculpture?,5,Each sculpture requires 36 pounds of clay. How much clay is needed to make 18 sculptures?,648,2,20,4,36,18
The troupe performed 36 shows across 6 cities. What was their average shows per city?,6,The dance troupe performs 2 shows in each city. How many shows will they perform on a 2-city tour?,4,1,36,6,2,2
The troupe performed 40 shows across 20 cities. What was their average shows per city?,2,The dance troupe performs 27 shows in each city. How many shows will they perform on a 27-city tour?,729,1,40,20,27,27
The art department has 48 paint tubes to share equally among 3 classes. How many per class?,16,Each art class uses 39 paint tubes weekly. How many tubes are needed for 3 classes?,117,13,48,3,39,3
The art department has 18 paint tubes to share equally among 18 classes. How many per class?,1,Each art class uses 42 paint tubes weekly. How many tubes are needed for 21 classes?,882,2,18,18,42,21
Henry wrote 24 poetry lines over 4 days. What was the average daily output?,6,Henry writes 30 poetry lines daily. How many lines will be written in 3 consecutive days?,90,10,24,4,30,3
Henry wrote 48 poetry lines over 24 days. What was the average daily output?,2,Henry writes 10 poetry lines daily. How many lines will be written in 2 consecutive days?,20,5,48,24,10,2
The theater used 30 yards of fabric for 30 seats. How much fabric per seat?,1,Each theater seat needs 46 yards of fabric. How much fabric is required for 23 seats?,1058,2,30,30,46,23
The theater used 9 yards of fabric for 3 seats. How much fabric per seat?,3,Each theater seat needs 10 yards of fabric. How much fabric is required for 2 seats?,20,5,9,3,10,2
The band sold 44 albums over 4 concerts. What was their average sales per concert?,11,The band sells 42 albums per concert. How many albums will they sell at 7 concerts?,294,6,44,4,42,7
The band sold 19 albums over 19 concerts. What was their average sales per concert?,1,The band sells 45 albums per concert. How many albums will they sell at 15 concerts?,675,3,19,19,45,15
Emma covered 12 square inches with 4 tiles. What was the average coverage per tile?,3,Each mosaic tile covers 44 square inches. How much area can 22 tiles cover?,968,2,12,4,44,22
Emma covered 11 square inches with 11 tiles. What was the average coverage per tile?,1,Each mosaic tile covers 21 square inches. How much area can 7 tiles cover?,147,3,11,11,21,7
The crew shot 25 scenes over 5 days. What was their average daily scenes?,5,The film crew shoots 11 scenes daily. How many scenes will they capture in 11 days?,121,1,25,5,11,11
The crew shot 16 scenes over 2 days. What was their average daily scenes?,8,The film crew shoots 36 scenes daily. How many scenes will they capture in 36 days?,1296,1,16,2,36,36
Nathan has 26 rings to distribute equally among 13 boxes. How many rings per box?,2,Each jewelry box holds 48 rings. How many rings can be stored in 8 boxes?,384,6,26,13,48,8
Nathan has 50 rings to distribute equally among 2 boxes. How many rings per box?,25,Each jewelry box holds 48 rings. How many rings can be stored in 24 boxes?,1152,2,50,2,48,24
The hive produced 38 ounces of honey over 38 days. What was the average daily yield?,1,The beehive produces 12 ounces of honey daily. What will be the total production after 4 days?,48,3,38,38,12,4
The hive produced 48 ounces of honey over 6 days. What was the average daily yield?,8,The beehive produces 48 ounces of honey daily. What will be the total production after 48 days?,2304,1,48,6,48,48
Researchers found 27 epiphyte species on 9 trees. What was the average per tree?,3,Each rainforest tree hosts 30 epiphyte species. How many species would be found on 30 trees?,900,1,27,9,30,30
Researchers found 36 epiphyte species on 12 trees. What was the average per tree?,3,Each rainforest tree hosts 23 epiphyte species. How many species would be found on 23 trees?,529,1,36,12,23,23
The volcano released 40 tons of ash over 40 hours. What was the hourly eruption rate?,1,The volcano erupts 30 tons of ash hourly. How much ash will be ejected in 5 hours?,150,6,40,40,30,5
The volcano released 12 tons of ash over 2 hours. What was the hourly eruption rate?,6,The volcano erupts 30 tons of ash hourly. How much ash will be ejected in 30 hours?,900,1,12,2,30,30
Scientists observed 48 hermit crabs distributed equally among 6 pools. What was the average per pool?,8,Each tide pool contains 40 hermit crabs. How many crabs would be in 40 pools?,1600,1,48,6,40,40
Scientists observed 12 hermit crabs distributed equally among 2 pools. What was the average per pool?,6,Each tide pool contains 14 hermit crabs. How many crabs would be in 7 pools?,98,2,12,2,14,7
The glacier retreated 44 inches over 11 days. What was the average daily recession?,4,The glacier recedes 24 inches daily. How much will it shrink after 3 days?,72,8,44,11,24,3
The glacier retreated 26 inches over 2 days. What was the average daily recession?,13,The glacier recedes 27 inches daily. How much will it shrink after 27 days?,729,1,26,2,27,27
Observers counted 40 meteors over 4 hours. What was the hourly rate?,10,The meteor shower produces 28 meteors hourly. How many might be seen during 28 hours?,784,1,40,4,28,28
Observers counted 30 meteors over 6 hours. What was the hourly rate?,5,The meteor shower produces 46 meteors hourly. How many might be seen during 46 hours?,2116,1,30,6,46,46
The sunflower grew 4 inches over 2 weeks. What was the average weekly growth?,2,The sunflower grows 45 inches weekly. How tall will it be after 15 weeks?,675,3,4,2,45,15
The sunflower grew 30 inches over 5 weeks. What was the average weekly growth?,6,The sunflower grows 48 inches weekly. How tall will it be after 2 weeks?,96,24,30,5,48,2
Marine biologists documented 15 species among 3 reefs. What was the average per reef?,5,Each coral reef supports 14 fish species. How many species might exist across 14 reefs?,196,1,15,3,14,14
Marine biologists documented 18 species among 18 reefs. What was the average per reef?,1,Each coral reef supports 48 fish species. How many species might exist across 2 reefs?,96,24,18,18,48,2
The storm had 50 lightning flashes over 10 minutes. What was the flash rate?,5,The thunderstorm produces 28 lightning flashes per minute. How many flashes in 28 minutes?,784,1,50,10,28,28
The storm had 33 lightning flashes over 3 minutes. What was the flash rate?,11,The thunderstorm produces 24 lightning flashes per minute. How many flashes in 2 minutes?,48,12,33,3,24,2
The fungal network covered 44 square feet across 11 colonies. What was the average size?,4,Each mushroom colony expands 27 square feet daily. How much area would 27 colonies cover?,729,1,44,11,27,27
The fungal network covered 39 square feet across 3 colonies. What was the average size?,13,Each mushroom colony expands 42 square feet daily. How much area would 42 colonies cover?,1764,1,39,3,42,42
The server processed 8 requests over 8 seconds. What was the request rate?,1,The server handles 28 requests per second. How many requests in 7 seconds?,196,4,8,8,28,7
The server processed 32 requests over 16 seconds. What was the request rate?,2,The server handles 2 requests per second. How many requests in 2 seconds?,4,1,32,16,2,2
A shipment of 2 phones has 20GB total storage. What's the average per phone?,10,Each smartphone has 16GB storage. How much total storage for 16 phones?,256,1,20,2,16,16
A shipment of 2 phones has 48GB total storage. What's the average per phone?,24,Each smartphone has 40GB storage. How much total storage for 5 phones?,200,8,48,2,40,5
Lucas downloaded 48 MB over 4 seconds. What was the download speed?,12,The download speed is 39 MB per second. How much data will download in 13 seconds?,507,3,48,4,39,13
Lucas downloaded 15 MB over 5 seconds. What was the download speed?,3,The download speed is 4 MB per second. How much data will download in 2 seconds?,8,2,15,5,4,2
A team of 46 robots assembled 46 components. What was each robot's average output?,1,Each robot assembles 18 components hourly. How many components can 9 robots assemble?,162,2,46,46,18,9
A team of 7 robots assembled 35 components. What was each robot's average output?,5,Each robot assembles 8 components hourly. How many components can 2 robots assemble?,16,4,35,7,8,2
The data center used 18 kilowatts across 6 racks. What was the average per rack?,3,Each server rack uses 48 kilowatts. What's the total power for 2 racks?,96,24,18,6,48,2
The data center used 16 kilowatts across 8 racks. What was the average per rack?,2,Each server rack uses 39 kilowatts. What's the total power for 39 racks?,1521,1,16,8,39,39
Installing 5 updates took 35 minutes total. What was the average time?,7,Each software update takes 30 minutes. How long will 10 updates take?,300,3,35,5,30,10
Installing 2 updates took 24 minutes total. What was the average time?,12,Each software update takes 8 minutes. How long will 4 updates take?,32,2,24,2,8,4
The cable transferred 14 TB over 14 hours. What was the average rate?,1,The fiber cable transmits 26 TB per hour. How much data in 13 hours?,338,2,14,14,26,13
The cable transferred 48 TB over 4 hours. What was the average rate?,12,The fiber cable transmits 34 TB per hour. How much data in 2 hours?,68,17,48,4,34,2
The system collected 25 metrics from 5 watches. What was the average per watch?,5,Each smartwatch tracks 37 health metrics. How many metrics for 37 watches?,1369,1,25,5,37,37
The system collected 20 metrics from 20 watches. What was the average per watch?,1,Each smartwatch tracks 20 health metrics. How many metrics for 2 watches?,40,10,20,20,20,2
The printer created 6 layers over 3 minutes. What was the average speed?,2,The 3D printer makes 38 layers per minute. How many layers in 2 minutes?,76,19,6,3,38,2
The printer created 32 layers over 16 minutes. What was the average speed?,2,The 3D printer makes 20 layers per minute. How many layers in 20 minutes?,400,1,32,16,20,20
The VR setup uses 26 sensors across 13 headsets. What's the average per headset?,2,Each VR headset needs 38 sensors. How many sensors for 2 headsets?,76,19,26,13,38,2
The VR setup uses 19 sensors across 19 headsets. What's the average per headset?,1,Each VR headset needs 28 sensors. How many sensors for 2 headsets?,56,14,19,19,28,2
The ferry carried 36 vehicles over 3 trips. What was the average vehicles per trip?,12,The ferry transports 15 vehicles per trip. How many vehicles can it carry in 3 trips?,45,5,36,3,15,3
The ferry carried 42 vehicles over 3 trips. What was the average vehicles per trip?,14,The ferry transports 8 vehicles per trip. How many vehicles can it carry in 2 trips?,16,4,42,3,8,2
The cabin's 10 seats weigh 30 pounds total. What is the average seat weight?,3,Each airplane seat weighs 22 pounds. What is the total weight of 22 seats?,484,1,30,10,22,22
The cabin's 8 seats weigh 24 pounds total. What is the average seat weight?,3,Each airplane seat weighs 24 pounds. What is the total weight of 12 seats?,288,2,24,8,24,12
There were 36 arrivals during 18 minutes. What was the actual arrival frequency?,2,A subway train arrives every 22 minutes. How many arrivals will there be in 2 minutes?,44,11,36,18,22,2
There were 28 arrivals during 14 minutes. What was the actual arrival frequency?,2,A subway train arrives every 32 minutes. How many arrivals will there be in 8 minutes?,256,4,28,14,32,8
A fleet of 14 scooters traveled 28 miles total. What was the average distance per scooter?,2,Each scooter travels 11 miles per charge. How far can 11 scooters travel?,121,1,28,14,11,11
A fleet of 22 scooters traveled 44 miles total. What was the average distance per scooter?,2,Each scooter travels 33 miles per charge. How far can 33 scooters travel?,1089,1,44,22,33,33
Dockworkers loaded 32 containers over 8 hours. What was their average hourly rate?,4,The cargo ship loads 46 containers hourly. How many containers can it load in 2 hours?,92,23,32,8,46,2
Dockworkers loaded 27 containers over 9 hours. What was their average hourly rate?,3,The cargo ship loads 6 containers hourly. How many containers can it load in 6 hours?,36,1,27,9,6,6
The shop used 27 spokes across 27 wheels. What was the average spokes per wheel?,1,Each bicycle wheel requires 48 spokes. How many spokes are needed for 24 wheels?,1152,2,27,27,48,24
The shop used 15 spokes across 3 wheels. What was the average spokes per wheel?,5,Each bicycle wheel requires 8 spokes. How many spokes are needed for 2 wheels?,16,4,15,3,8,2
The booth processed 33 cars over 11 minutes. What was its average processing rate?,3,The toll booth processes 40 cars per minute. How many cars can pass in 2 minutes?,80,20,33,11,40,2
The booth processed 40 cars over 2 minutes. What was its average processing rate?,20,The toll booth processes 30 cars per minute. How many cars can pass in 30 minutes?,900,1,40,2,30,30
The train has 15 seats total across 15 carriages. What's the average per carriage?,1,Each train carriage has 44 seats. How many seats are in 22 carriages?,968,2,15,15,44,22
The train has 48 seats total across 16 carriages. What's the average per carriage?,3,Each train carriage has 36 seats. How many seats are in 4 carriages?,144,9,48,16,36,4
The helicopter consumed 8 gallons over 8 hours. What was its average hourly usage?,1,The helicopter uses 27 gallons of fuel hourly. How much fuel will it use in 3 hours?,81,9,8,8,27,3
The helicopter consumed 2 gallons over 2 hours. What was its average hourly usage?,1,The helicopter uses 40 gallons of fuel hourly. How much fuel will it use in 2 hours?,80,20,2,2,40,2
The charging station provided 22 kW total to 11 vehicles. What was the average per vehicle?,2,Each electric vehicle charges at 46 kW. What's the total power needed for 2 vehicles?,92,23,22,11,46,2
The charging station provided 39 kW total to 39 vehicles. What was the average per vehicle?,1,Each electric vehicle charges at 35 kW. What's the total power needed for 5 vehicles?,175,7,39,39,35,5
The rover traveled 30 meters over 30 days. What was its average daily distance?,1,The Mars rover travels 32 meters daily. How far will it go in 8 days?,256,4,30,30,32,8
The rover traveled 30 meters over 5 days. What was its average daily distance?,6,The Mars rover travels 16 meters daily. How far will it go in 4 days?,64,4,30,5,16,4
The crew ate 37 pounds of food over 37 weeks. What was their average weekly consumption?,1,Each astronaut consumes 30 pounds of food weekly. How much food is needed for 15 weeks?,450,2,37,37,30,15
The crew ate 36 pounds of food over 36 weeks. What was their average weekly consumption?,1,Each astronaut consumes 32 pounds of food weekly. How much food is needed for 4 weeks?,128,8,36,36,32,4
The satellite made 48 orbits in 2 days. What was its actual daily orbit count?,24,The satellite completes 30 orbits daily. How many orbits in 3 days?,90,10,48,2,30,3
The satellite made 22 orbits in 2 days. What was its actual daily orbit count?,11,The satellite completes 16 orbits daily. How many orbits in 8 days?,128,2,22,2,16,8
Mission Control spent 20 hours prepping for 10 spacewalks. What was the average prep time?,2,Each spacewalk requires 36 hours of prep. How much prep time for 3 spacewalks?,108,12,20,10,36,3
Mission Control spent 30 hours prepping for 6 spacewalks. What was the average prep time?,5,Each spacewalk requires 48 hours of prep. How much prep time for 8 spacewalks?,384,6,30,6,48,8
The rocket used 30 tons of fuel over 6 minutes. What was its average burn rate?,5,The rocket burns 47 tons of fuel per minute. How much fuel will it use in 47 minutes?,2209,1,30,6,47,47
The rocket used 24 tons of fuel over 2 minutes. What was its average burn rate?,12,The rocket burns 29 tons of fuel per minute. How much fuel will it use in 29 minutes?,841,1,24,2,29,29
Scientists deployed 32 instruments across 2 modules. What was the average per module?,16,Each lunar module carries 48 instruments. How many instruments can 24 modules carry?,1152,2,32,2,48,24
Scientists deployed 40 instruments across 5 modules. What was the average per module?,8,Each lunar module carries 42 instruments. How many instruments can 2 modules carry?,84,21,40,5,42,2
The telescope took 44 images during 22 orbits. What was its average imaging rate?,2,The telescope captures 24 images per orbit. How many images in 3 orbits?,72,8,44,22,24,3
The telescope took 20 images during 5 orbits. What was its average imaging rate?,4,The telescope captures 42 images per orbit. How many images in 6 orbits?,252,7,20,5,42,6
The mission collected 28 grams from 28 samples. What was the average sample weight?,1,Each asteroid sample weighs 12 grams. What is the total weight of 6 samples?,72,2,28,28,12,6
The mission collected 32 grams from 16 samples. What was the average sample weight?,2,Each asteroid sample weighs 44 grams. What is the total weight of 44 samples?,1936,1,32,16,44,44
The shield blocked 30 units over 15 hours. What was its average protection rate?,2,The spaceship's shield blocks 25 radiation units hourly. How much radiation can it block in 5 hours?,125,5,30,15,25,5
The shield blocked 22 units over 11 hours. What was its average protection rate?,2,The spaceship's shield blocks 24 radiation units hourly. How much radiation can it block in 8 hours?,192,3,22,11,24,8
Mission Control spent 8 minutes on 8 transmissions. What was the average time per transmission?,1,Each Mars transmission takes 6 minutes. How long will 3 transmissions take?,18,2,8,8,6,3
