clean_prompt,clean_gt_answer,corrupted_prompt,corrupted_gt_answer,operand1,operand2
William has 15 building blocks. Their sibling contributes 11 more blocks to their tower. How many blocks does William have now?,26,William has 15 building blocks. Their sibling takes 11 blocks from their tower. How many blocks does William have now?,4,15,11
Nathan collects 43 action figures. A new series releases 30 more figures. How many action figures does Nathan have now?,73,Nathan collects 43 action figures. They trade away 30 figures. How many action figures does Nathan have now?,13,43,30
Nathan collects 10 action figures. A new series releases 4 more figures. How many action figures does Nathan have now?,14,Nathan collects 10 action figures. They trade away 4 figures. How many action figures does Nathan have now?,6,10,4
Grace has 18 board games. Their family acquires 14 more board games. How many board games does Grace have now?,32,Grace has 18 board games. Their family gives away 14 board games. How many board games does Grace have now?,4,18,14
Grace has 25 board games. Their family acquires 8 more board games. How many board games does Grace have now?,33,Grace has 25 board games. Their family gives away 8 board games. How many board games does Grace have now?,17,25,8
Lily owns 7 stuffed animals. A relative sends them 1 more stuffed animals. How many stuffed animals does Lily have now?,8,Lily owns 7 stuffed animals. They give 1 stuffed animals to a younger sibling. How many stuffed animals does Lily have now?,6,7,1
Lily owns 42 stuffed animals. A relative sends them 11 more stuffed animals. How many stuffed animals does Lily have now?,53,Lily owns 42 stuffed animals. They give 11 stuffed animals to a younger sibling. How many stuffed animals does Lily have now?,31,42,11
Ella finds 6 seashells at the beach. The next day they find 4 more seashells. How many seashells does Ella have now?,10,Ella finds 6 seashells at the beach. The tide washes away 4 seashells. How many seashells does Ella have now?,2,6,4
Ella finds 31 seashells at the beach. The next day they find 17 more seashells. How many seashells does Ella have now?,48,Ella finds 31 seashells at the beach. The tide washes away 17 seashells. How many seashells does Ella have now?,14,31,17
"Chloe counts 48 birds in the morning. By afternoon, 8 more birds arrive. How many birds does Chloe see now?",56,"Chloe counts 48 birds in the morning. By afternoon, 8 birds fly away. How many birds does Chloe see now?",40,48,8
"Chloe counts 50 birds in the morning. By afternoon, 18 more birds arrive. How many birds does Chloe see now?",68,"Chloe counts 50 birds in the morning. By afternoon, 18 birds fly away. How many birds does Chloe see now?",32,50,18
"Olivia plants 20 flowers. After a week, 14 more flowers bloom. How many flowers does Olivia have now?",34,Olivia plants 20 flowers. A storm damages 14 flowers. How many flowers does Olivia have now?,6,20,14
"Olivia plants 34 flowers. After a week, 7 more flowers bloom. How many flowers does Olivia have now?",41,Olivia plants 34 flowers. A storm damages 7 flowers. How many flowers does Olivia have now?,27,34,7
Matthew catches 42 fireflies. Their jar attracts 33 more fireflies. How many fireflies does Matthew have now?,75,Matthew catches 42 fireflies. They release 33 fireflies. How many fireflies does Matthew have now?,9,42,33
Matthew catches 11 fireflies. Their jar attracts 6 more fireflies. How many fireflies does Matthew have now?,17,Matthew catches 11 fireflies. They release 6 fireflies. How many fireflies does Matthew have now?,5,11,6
Grace collects 35 acorns. Their friend finds 1 more acorns for them. How many acorns does Grace have now?,36,Grace collects 35 acorns. Squirrels steal 1 acorns. How many acorns does Grace have now?,34,35,1
Grace collects 33 acorns. Their friend finds 2 more acorns for them. How many acorns does Grace have now?,35,Grace collects 33 acorns. Squirrels steal 2 acorns. How many acorns does Grace have now?,31,33,2
Nathan bakes 21 cookies. Their sibling helps bake 8 more cookies. How many cookies does Nathan have now?,29,Nathan bakes 21 cookies. Their sibling eats 8 cookies. How many cookies does Nathan have now?,13,21,8
Nathan bakes 38 cookies. Their sibling helps bake 6 more cookies. How many cookies does Nathan have now?,44,Nathan bakes 38 cookies. Their sibling eats 6 cookies. How many cookies does Nathan have now?,32,38,6
Lily buys 6 donuts. The bakery throws in 5 extra donuts. How many donuts does Lily have now?,11,Lily buys 6 donuts. Their family eats 5 donuts. How many donuts does Lily have now?,1,6,5
Lily buys 44 donuts. The bakery throws in 31 extra donuts. How many donuts does Lily have now?,75,Lily buys 44 donuts. Their family eats 31 donuts. How many donuts does Lily have now?,13,44,31
Alexander makes 35 sandwiches. Their parent makes 28 additional sandwiches. How many sandwiches does Alexander have now?,63,Alexander makes 35 sandwiches. Their friends eat 28 sandwiches. How many sandwiches does Alexander have now?,7,35,28
Alexander makes 50 sandwiches. Their parent makes 47 additional sandwiches. How many sandwiches does Alexander have now?,97,Alexander makes 50 sandwiches. Their friends eat 47 sandwiches. How many sandwiches does Alexander have now?,3,50,47
Lucas has 21 candies in their bag. Their teacher gives them 13 more candies. How many candies does Lucas have now?,34,Lucas has 21 candies in their bag. Their teacher takes 13 candies. How many candies does Lucas have now?,8,21,13
Lucas has 25 candies in their bag. Their teacher gives them 15 more candies. How many candies does Lucas have now?,40,Lucas has 25 candies in their bag. Their teacher takes 15 candies. How many candies does Lucas have now?,10,25,15
Olivia buys 39 juice boxes. The store adds 15 bonus juice boxes. How many juice boxes does Olivia have now?,54,Olivia buys 39 juice boxes. Their classmates drink 15 juice boxes. How many juice boxes does Olivia have now?,24,39,15
Olivia buys 6 juice boxes. The store adds 1 bonus juice boxes. How many juice boxes does Olivia have now?,7,Olivia buys 6 juice boxes. Their classmates drink 1 juice boxes. How many juice boxes does Olivia have now?,5,6,1
Michael has 17 baseballs. Their coach provides 9 more baseballs. How many baseballs does Michael have now?,26,Michael has 17 baseballs. Their coach takes 9 baseballs for practice. How many baseballs does Michael have now?,8,17,9
Michael has 10 baseballs. Their coach provides 8 more baseballs. How many baseballs does Michael have now?,18,Michael has 10 baseballs. Their coach takes 8 baseballs for practice. How many baseballs does Michael have now?,2,10,8
Zoe owns 28 tennis balls. The club gives them 7 new tennis balls. How many tennis balls does Zoe have now?,35,Zoe owns 28 tennis balls. The club replaces 7 old tennis balls. How many tennis balls does Zoe have now?,21,28,7
Zoe owns 44 tennis balls. The club gives them 28 new tennis balls. How many tennis balls does Zoe have now?,72,Zoe owns 44 tennis balls. The club replaces 28 old tennis balls. How many tennis balls does Zoe have now?,16,44,28
Mia has 31 basketballs. Their team receives 28 additional basketballs. How many basketballs does Mia have now?,59,Mia has 31 basketballs. Their team donates 28 basketballs. How many basketballs does Mia have now?,3,31,28
Mia has 45 basketballs. Their team receives 42 additional basketballs. How many basketballs does Mia have now?,87,Mia has 45 basketballs. Their team donates 42 basketballs. How many basketballs does Mia have now?,3,45,42
Emma brings 27 soccer balls to practice. The league contributes 24 more soccer balls. How many soccer balls does Emma have now?,51,Emma brings 27 soccer balls to practice. The league redistributes 24 soccer balls. How many soccer balls does Emma have now?,3,27,24
Emma brings 14 soccer balls to practice. The league contributes 9 more soccer balls. How many soccer balls does Emma have now?,23,Emma brings 14 soccer balls to practice. The league redistributes 9 soccer balls. How many soccer balls does Emma have now?,5,14,9
Mia has 13 hockey pucks. Their teammate shares 5 more hockey pucks. How many hockey pucks does Mia have now?,18,Mia has 13 hockey pucks. Their teammate borrows 5 hockey pucks. How many hockey pucks does Mia have now?,8,13,5
Mia has 37 hockey pucks. Their teammate shares 7 more hockey pucks. How many hockey pucks does Mia have now?,44,Mia has 37 hockey pucks. Their teammate borrows 7 hockey pucks. How many hockey pucks does Mia have now?,30,37,7
William has 50 crayons. Their art set includes 16 more crayons. How many crayons does William have now?,66,William has 50 crayons. Their art set is missing 16 crayons. How many crayons does William have now?,34,50,16
William has 33 crayons. Their art set includes 31 more crayons. How many crayons does William have now?,64,William has 33 crayons. Their art set is missing 31 crayons. How many crayons does William have now?,2,33,31
Jacob owns 26 paintbrushes. Their teacher gives them 1 new paintbrushes. How many paintbrushes does Jacob have now?,27,Jacob owns 26 paintbrushes. Their teacher collects 1 paintbrushes for cleaning. How many paintbrushes does Jacob have now?,25,26,1
Jacob owns 31 paintbrushes. Their teacher gives them 10 new paintbrushes. How many paintbrushes does Jacob have now?,41,Jacob owns 31 paintbrushes. Their teacher collects 10 paintbrushes for cleaning. How many paintbrushes does Jacob have now?,21,31,10
Harper has 37 sketchbooks. Their parents buy them 32 more sketchbooks. How many sketchbooks does Harper have now?,69,Harper has 37 sketchbooks. Their parents archive 32 old sketchbooks. How many sketchbooks does Harper have now?,5,37,32
Harper has 20 sketchbooks. Their parents buy them 7 more sketchbooks. How many sketchbooks does Harper have now?,27,Harper has 20 sketchbooks. Their parents archive 7 old sketchbooks. How many sketchbooks does Harper have now?,13,20,7
Emma collects 5 colored pencils. A new set contains 4 more colored pencils. How many colored pencils does Emma have now?,9,Emma collects 5 colored pencils. A set gets damaged and loses 4 colored pencils. How many colored pencils does Emma have now?,1,5,4
Emma collects 13 colored pencils. A new set contains 2 more colored pencils. How many colored pencils does Emma have now?,15,Emma collects 13 colored pencils. A set gets damaged and loses 2 colored pencils. How many colored pencils does Emma have now?,11,13,2
Chloe has 17 clay pots. Their art class makes 13 additional clay pots. How many clay pots does Chloe have now?,30,Chloe has 17 clay pots. Their art class breaks 13 clay pots. How many clay pots does Chloe have now?,4,17,13
Chloe has 39 clay pots. Their art class makes 3 additional clay pots. How many clay pots does Chloe have now?,42,Chloe has 39 clay pots. Their art class breaks 3 clay pots. How many clay pots does Chloe have now?,36,39,3
Mia has 44 storybooks. The library lends them 38 more storybooks. How many storybooks does Mia have now?,82,Mia has 44 storybooks. The library recalls 38 storybooks. How many storybooks does Mia have now?,6,44,38
Mia has 22 storybooks. The library lends them 9 more storybooks. How many storybooks does Mia have now?,31,Mia has 22 storybooks. The library recalls 9 storybooks. How many storybooks does Mia have now?,13,22,9
Chloe owns 43 comic books. A friend gives them 20 more comic books. How many comic books does Chloe have now?,63,Chloe owns 43 comic books. A friend borrows 20 comic books. How many comic books does Chloe have now?,23,43,20
Chloe owns 50 comic books. A friend gives them 5 more comic books. How many comic books does Chloe have now?,55,Chloe owns 50 comic books. A friend borrows 5 comic books. How many comic books does Chloe have now?,45,50,5
Olivia collects 18 magazines. Their subscription delivers 5 new magazines. How many magazines does Olivia have now?,23,Olivia collects 18 magazines. Their subscription expires for 5 magazines. How many magazines does Olivia have now?,13,18,5
Olivia collects 17 magazines. Their subscription delivers 12 new magazines. How many magazines does Olivia have now?,29,Olivia collects 17 magazines. Their subscription expires for 12 magazines. How many magazines does Olivia have now?,5,17,12
Daniel has 36 picture books. Their relative sends 20 more picture books. How many picture books does Daniel have now?,56,Daniel has 36 picture books. Their relative asks for 20 picture books back. How many picture books does Daniel have now?,16,36,20
Daniel has 44 picture books. Their relative sends 7 more picture books. How many picture books does Daniel have now?,51,Daniel has 44 picture books. Their relative asks for 7 picture books back. How many picture books does Daniel have now?,37,44,7
Harper reads 37 chapter books. Their school provides 10 additional chapter books. How many chapter books does Harper have now?,47,Harper reads 37 chapter books. Their school collects 10 chapter books for inventory. How many chapter books does Harper have now?,27,37,10
Harper reads 40 chapter books. Their school provides 14 additional chapter books. How many chapter books does Harper have now?,54,Harper reads 40 chapter books. Their school collects 14 chapter books for inventory. How many chapter books does Harper have now?,26,40,14
Henry has 45 t-shirts. Their laundry includes 41 more t-shirts. How many t-shirts does Henry have now?,86,Henry has 45 t-shirts. Their laundry loses 41 t-shirts. How many t-shirts does Henry have now?,4,45,41
Henry has 33 t-shirts. Their laundry includes 17 more t-shirts. How many t-shirts does Henry have now?,50,Henry has 33 t-shirts. Their laundry loses 17 t-shirts. How many t-shirts does Henry have now?,16,33,17
Matthew owns 19 pairs of socks. Their package contains 2 extra pairs of socks. How many pairs of socks does Matthew have now?,21,Matthew owns 19 pairs of socks. Their washing machine ruins 2 pairs of socks. How many pairs of socks does Matthew have now?,17,19,2
Matthew owns 37 pairs of socks. Their package contains 1 extra pairs of socks. How many pairs of socks does Matthew have now?,38,Matthew owns 37 pairs of socks. Their washing machine ruins 1 pairs of socks. How many pairs of socks does Matthew have now?,36,37,1
Grace has 39 hats. Their collection grows by 36 more hats. How many hats does Grace have now?,75,Grace has 39 hats. Their collection decreases by 36 hats. How many hats does Grace have now?,3,39,36
Grace has 10 hats. Their collection grows by 1 more hats. How many hats does Grace have now?,11,Grace has 10 hats. Their collection decreases by 1 hats. How many hats does Grace have now?,9,10,1
Nathan wears 17 jackets. Their closet stores 4 additional jackets. How many jackets does Nathan have now?,21,Nathan wears 17 jackets. Their closet donates 4 jackets. How many jackets does Nathan have now?,13,17,4
Nathan wears 28 jackets. Their closet stores 20 additional jackets. How many jackets does Nathan have now?,48,Nathan wears 28 jackets. Their closet donates 20 jackets. How many jackets does Nathan have now?,8,28,20
Isla has 17 pairs of shoes. Their family buys them 6 more pairs of shoes. How many pairs of shoes does Isla have now?,23,Isla has 17 pairs of shoes. Their family replaces 6 old pairs of shoes. How many pairs of shoes does Isla have now?,11,17,6
Isla has 49 pairs of shoes. Their family buys them 22 more pairs of shoes. How many pairs of shoes does Isla have now?,71,Isla has 49 pairs of shoes. Their family replaces 22 old pairs of shoes. How many pairs of shoes does Isla have now?,27,49,22
Chloe saves 49 coins. Their piggybank gains 16 more coins. How many coins does Chloe have now?,65,Chloe saves 49 coins. Their piggybank loses 16 coins. How many coins does Chloe have now?,33,49,16
Chloe saves 46 coins. Their piggybank gains 7 more coins. How many coins does Chloe have now?,53,Chloe saves 46 coins. Their piggybank loses 7 coins. How many coins does Chloe have now?,39,46,7
Nora has 32 keys on their keychain. They add 8 more keys. How many keys does Nora have now?,40,Nora has 32 keys on their keychain. They remove 8 keys. How many keys does Nora have now?,24,32,8
Nora has 24 keys on their keychain. They add 10 more keys. How many keys does Nora have now?,34,Nora has 24 keys on their keychain. They remove 10 keys. How many keys does Nora have now?,14,24,10
James collects 44 bottle caps. Their friend contributes 13 more bottle caps. How many bottle caps does James have now?,57,James collects 44 bottle caps. Their friend takes 13 bottle caps for a project. How many bottle caps does James have now?,31,44,13
James collects 19 bottle caps. Their friend contributes 12 more bottle caps. How many bottle caps does James have now?,31,James collects 19 bottle caps. Their friend takes 12 bottle caps for a project. How many bottle caps does James have now?,7,19,12
Jacob has 23 photos in their album. They print 1 more photos. How many photos does Jacob have now?,24,Jacob has 23 photos in their album. They remove 1 photos. How many photos does Jacob have now?,22,23,1
Jacob has 13 photos in their album. They print 10 more photos. How many photos does Jacob have now?,23,Jacob has 13 photos in their album. They remove 10 photos. How many photos does Jacob have now?,3,13,10
Mia owns 24 video games. The store delivers 11 new video games. How many video games does Mia have now?,35,Mia owns 24 video games. The store recalls 11 video games. How many video games does Mia have now?,13,24,11
Mia owns 34 video games. The store delivers 8 new video games. How many video games does Mia have now?,42,Mia owns 34 video games. The store recalls 8 video games. How many video games does Mia have now?,26,34,8
Henry has 47 minutes to complete a task. The supervisor grants 28 additional minutes. What is the new total time?,75,Henry has 47 minutes to complete a task. The timer shows 28 minutes have passed. What is the current remaining time?,19,47,28
Henry has 41 minutes to complete a task. The supervisor grants 21 additional minutes. What is the new total time?,62,Henry has 41 minutes to complete a task. The timer shows 21 minutes have passed. What is the current remaining time?,20,41,21
The concert starts in 21 minutes. Harper's commute takes 17 minutes longer than expected. What is the adjusted arrival time?,38,The concert starts in 21 minutes. Harper needs 17 minutes to get ready. What is the latest possible departure time?,4,21,17
The concert starts in 22 minutes. Harper's commute takes 13 minutes longer than expected. What is the adjusted arrival time?,35,The concert starts in 22 minutes. Harper needs 13 minutes to get ready. What is the latest possible departure time?,9,22,13
Grace's meeting lasts 28 minutes. The agenda extends it by 22 minutes. What is the new duration?,50,"Grace's meeting lasts 28 minutes. After 22 minutes, how much meeting time is left?",6,28,22
Grace's meeting lasts 49 minutes. The agenda extends it by 12 minutes. What is the new duration?,61,"Grace's meeting lasts 49 minutes. After 12 minutes, how much meeting time is left?",37,49,12
The flight duration is 29 hours. The pilot adds 26 hours due to weather. What is the new total flight time?,55,"The flight duration is 29 hours. After 26 hours in the air, how much longer until landing?",3,29,26
The flight duration is 31 hours. The pilot adds 15 hours due to weather. What is the new total flight time?,46,"The flight duration is 31 hours. After 15 hours in the air, how much longer until landing?",16,31,15
Henry practices piano for 34 minutes daily. Today they added 31 extra minutes. What was the total practice time?,65,Henry practices piano for 34 minutes daily. Today they stopped after 31 minutes. How much practice was skipped?,3,34,31
Henry practices piano for 44 minutes daily. Today they added 6 extra minutes. What was the total practice time?,50,Henry practices piano for 44 minutes daily. Today they stopped after 6 minutes. How much practice was skipped?,38,44,6
Chloe's account shows 45 dollars. A deposit of 20 dollars is added. What is the new balance?,65,"Chloe's account shows 45 dollars. After a purchase of 20 dollars, what is the current balance?",25,45,20
Chloe's account shows 41 dollars. A deposit of 5 dollars is added. What is the new balance?,46,"Chloe's account shows 41 dollars. After a purchase of 5 dollars, what is the current balance?",36,41,5
The item costs 42 dollars. The price increases by 37 dollars. What is the new cost?,79,The item costs 37 dollars. Nathan pays with 42 dollars. What is the amount to be returned?,5,42,37
The item costs 46 dollars. The price increases by 25 dollars. What is the new cost?,71,The item costs 25 dollars. Nathan pays with 46 dollars. What is the amount to be returned?,21,46,25
Jack budgets 46 dollars for groceries. An unexpected 1 dollar expense arises. What is the revised budget?,47,Jack budgets 46 dollars for groceries. The receipt shows 1 dollars spent. How much remains in the budget?,45,46,1
Jack budgets 29 dollars for groceries. An unexpected 8 dollar expense arises. What is the revised budget?,37,Jack budgets 29 dollars for groceries. The receipt shows 8 dollars spent. How much remains in the budget?,21,29,8
The fundraiser goal is 31 dollars. The target increases by 2 dollars. What is the new goal amount?,33,The fundraiser goal is 31 dollars. Michael contributes 2 dollars. What is the remaining gap to the goal after the contribution?,29,31,2
The fundraiser goal is 9 dollars. The target increases by 8 dollars. What is the new goal amount?,17,The fundraiser goal is 9 dollars. Michael contributes 8 dollars. What is the remaining gap to the goal after the contribution?,1,9,8
"Grace earns 50 dollars weekly. With 29 dollars in bonuses, what is the total compensation?",79,"Grace earns 50 dollars weekly. After 29 dollars in deductions, what is the take-home amount?",21,50,29
"Grace earns 29 dollars weekly. With 27 dollars in bonuses, what is the total compensation?",56,"Grace earns 29 dollars weekly. After 27 dollars in deductions, what is the take-home amount?",2,29,27
The container holds 30 liters. Nathan adds 9 more liters. What is the new volume?,39,The container holds 30 liters. Nathan pours out 9 liters. What is the remaining capacity?,21,30,9
The container holds 35 liters. Nathan adds 32 more liters. What is the new volume?,67,The container holds 35 liters. Nathan pours out 32 liters. What is the remaining capacity?,3,35,32
The rope measures 30 meters. Alexander attaches 3 more meters. What is the total length?,33,The rope measures 30 meters. Alexander cuts off 3 meters. What length remains?,27,30,3
The rope measures 23 meters. Alexander attaches 11 more meters. What is the total length?,34,The rope measures 23 meters. Alexander cuts off 11 meters. What length remains?,12,23,11
The building is 26 feet tall. The antenna adds 23 feet to its height. What is the new elevation?,49,"The building is 26 feet tall. The top floor is removed, reducing height by 23 feet. What is the current height?",3,26,23
The building is 36 feet tall. The antenna adds 30 feet to its height. What is the new elevation?,66,"The building is 36 feet tall. The top floor is removed, reducing height by 30 feet. What is the current height?",6,36,30
The package weighs 28 kilograms. Additional contents add 13 kilograms. What is the new weight?,41,"The package weighs 28 kilograms. After removing 13 kilograms, what is the current weight?",15,28,13
The package weighs 50 kilograms. Additional contents add 37 kilograms. What is the new weight?,87,"The package weighs 50 kilograms. After removing 37 kilograms, what is the current weight?",13,50,37
The pool contains 28 gallons. The hose adds 18 more gallons. What is the total volume?,46,The pool contains 28 gallons. James drains 18 gallons for cleaning. What volume remains?,10,28,18
The pool contains 36 gallons. The hose adds 15 more gallons. What is the total volume?,51,The pool contains 36 gallons. James drains 15 gallons for cleaning. What volume remains?,21,36,15
The store stocks 29 phones. A shipment adds 16 more phones. What is the new stock?,45,"The store stocks 29 phones. By closing, 16 phones are sold. What is the remaining inventory?",13,29,16
The store stocks 23 phones. A shipment adds 22 more phones. What is the new stock?,45,"The store stocks 23 phones. By closing, 22 phones are sold. What is the remaining inventory?",1,23,22
The warehouse has 39 boxes. A delivery brings 37 more boxes. What is the current count?,76,The warehouse has 39 boxes. Harper ships out 37 boxes. How many boxes remain stored?,2,39,37
The warehouse has 29 boxes. A delivery brings 5 more boxes. What is the current count?,34,The warehouse has 29 boxes. Harper ships out 5 boxes. How many boxes remain stored?,24,29,5
The library has 18 available books. New acquisitions add 13 books. What is the updated collection?,31,The library has 18 available books. Emma checks out 13 books. How many stay on shelves?,5,18,13
The library has 23 available books. New acquisitions add 13 books. What is the updated collection?,36,The library has 23 available books. Emma checks out 13 books. How many stay on shelves?,10,23,13
The bakery prepares 24 loaves. The afternoon batch makes 8 more loaves. What is the total production?,32,The bakery prepares 24 loaves. Customers purchase 8 loaves. How many loaves are left?,16,24,8
The bakery prepares 43 loaves. The afternoon batch makes 3 more loaves. What is the total production?,46,The bakery prepares 43 loaves. Customers purchase 3 loaves. How many loaves are left?,40,43,3
The farm has 14 chickens. New hatchlings increase the flock by 1. What is the new population?,15,The farm has 14 chickens. Amelia sells 1 chickens at market. How many chickens remain?,13,14,1
The farm has 32 chickens. New hatchlings increase the flock by 22. What is the new population?,54,The farm has 32 chickens. Amelia sells 22 chickens at market. How many chickens remain?,10,32,22
The exam has 25 questions. The teacher adds 6 bonus questions. What is the new total?,31,The exam has 25 questions. Alexander answers 6 questions. How many questions remain?,19,25,6
The exam has 49 questions. The teacher adds 46 bonus questions. What is the new total?,95,The exam has 49 questions. Alexander answers 46 questions. How many questions remain?,3,49,46
The assignment requires 38 pages. The professor extends it by 25 pages. What is the new requirement?,63,The assignment requires 38 pages. Ethan writes 25 pages. How much more is needed?,13,38,25
The assignment requires 14 pages. The professor extends it by 2 pages. What is the new requirement?,16,The assignment requires 14 pages. Ethan writes 2 pages. How much more is needed?,12,14,2
The textbook has 46 chapters. The new edition adds 20 chapters. What is the updated count?,66,The textbook has 46 chapters. Olivia studies 20 chapters. How many chapters remain?,26,46,20
The textbook has 29 chapters. The new edition adds 22 chapters. What is the updated count?,51,The textbook has 29 chapters. Olivia studies 22 chapters. How many chapters remain?,7,29,22
The course offers 33 credit hours. Michael adds 7 audit hours. What is the total course load?,40,The course offers 33 credit hours. Michael drops 7 credit hours. How many credits remain?,26,33,7
The course offers 42 credit hours. Michael adds 30 audit hours. What is the total course load?,72,The course offers 42 credit hours. Michael drops 30 credit hours. How many credits remain?,12,42,30
The lab has 35 experiments. The curriculum adds 18 new experiments. What is the updated schedule?,53,The lab has 35 experiments. Mia completes 18 experiments. How many experiments remain?,17,35,18
The lab has 32 experiments. The curriculum adds 15 new experiments. What is the updated schedule?,47,The lab has 32 experiments. Mia completes 15 experiments. How many experiments remain?,17,32,15
"The bus has 22 passengers. At the stop, 8 passengers board. What is the new passenger count?",30,"The bus has 22 passengers. At the stop, 8 passengers exit. How many continue the ride?",14,22,8
"The bus has 30 passengers. At the stop, 8 passengers board. What is the new passenger count?",38,"The bus has 30 passengers. At the stop, 8 passengers exit. How many continue the ride?",22,30,8
The train makes 41 stops. The schedule adds 25 express stops. What is the updated itinerary?,66,"The train makes 41 stops. After 25 stops, how many remain on the route?",16,41,25
The train makes 13 stops. The schedule adds 8 express stops. What is the updated itinerary?,21,"The train makes 13 stops. After 8 stops, how many remain on the route?",5,13,8
The plane has 18 empty seats. 11 passengers cancel their tickets. How many seats become available?,29,The plane has 18 empty seats. 11 standby passengers are accommodated. How many seats remain?,7,18,11
The plane has 35 empty seats. 13 passengers cancel their tickets. How many seats become available?,48,The plane has 35 empty seats. 13 standby passengers are accommodated. How many seats remain?,22,35,13
The parking lot has 28 spaces. 16 reserved spaces are added. What is the new capacity?,44,The parking lot has 28 cars. 16 cars leave the lot. How many spaces are still occupied?,12,28,16
The parking lot has 43 spaces. 32 reserved spaces are added. What is the new capacity?,75,The parking lot has 43 cars. 32 cars leave the lot. How many spaces are still occupied?,11,43,32
The highway project needs 16 workers. 7 temporary workers join. What is the current workforce?,23,The highway project needs 16 workers. 7 workers finish their shift. How many workers are needed?,9,16,7
